review_id,order_id,product_id,rating,review_text,review_time
121,340,381,4,Good value for money!,2023-09-28T00:00:00
122,340,451,2,Not great quality.,2020-08-21T00:00:00
123,340,271,5,"Excellent product, highly recommend!",2023-08-06T00:00:00
124,341,265,5,"Excellent product, highly recommend!",2022-08-04T00:00:00
125,341,1159,4,Good value for money!,2025-10-01T00:00:00
126,341,984,3,Okay overall.,2023-01-15T00:00:00
127,345,38,5,"Excellent product, highly recommend!",2023-06-04T00:00:00
128,352,1049,1,"Very disappointed, would not buy again.",2023-12-16T00:00:00
129,352,1098,4,Good value for money!,2023-10-20T00:00:00
130,361,823,5,"Excellent product, highly recommend!",2022-11-11T00:00:00
131,362,1077,5,"Excellent product, highly recommend!",2022-10-14T00:00:00
132,365,948,5,"Excellent product, highly recommend!",2020-01-25T00:00:00
133,365,509,5,"Excellent product, highly recommend!",2023-05-13T00:00:00
134,375,413,5,"Excellent product, highly recommend!",2023-01-15T00:00:00
135,375,891,3,Okay overall.,2023-09-07T00:00:00
136,376,279,5,"Excellent product, highly recommend!",2022-05-25T00:00:00
137,376,402,4,Good value for money!,2021-03-17T00:00:00
138,385,946,2,Not great quality.,2025-07-19T00:00:00
139,385,103,3,Okay overall.,2021-12-30T00:00:00
140,385,583,4,Good value for money!,2024-08-10T00:00:00
141,402,514,5,"Excellent product, highly recommend!",2024-07-15T00:00:00
142,404,314,3,Okay overall.,2022-06-02T00:00:00
143,410,438,4,Good value for money!,2021-10-05T00:00:00
144,410,196,5,"Excellent product, highly recommend!",2023-05-28T00:00:00
145,411,890,3,Okay overall.,2024-03-21T00:00:00
146,411,874,4,Good value for money!,2024-09-13T00:00:00
147,455,184,4,Good value for money!,2023-08-26T00:00:00
148,459,999,3,Okay overall.,2024-12-05T00:00:00
149,466,1170,3,Okay overall.,2021-09-12T00:00:00
150,466,446,4,Good value for money!,2022-07-25T00:00:00
151,481,380,4,Good value for money!,2021-10-01T00:00:00
152,482,557,3,Okay overall.,2022-02-05T00:00:00
153,482,1105,4,Good value for money!,2025-09-04T00:00:00
154,482,429,5,"Excellent product, highly recommend!",2023-06-24T00:00:00
155,497,1028,5,"Excellent product, highly recommend!",2022-04-18T00:00:00
156,501,1142,4,Good value for money!,2025-04-18T00:00:00
157,501,901,3,Okay overall.,2022-09-08T00:00:00
158,505,114,4,Good value for money!,2022-01-06T00:00:00
159,525,695,3,Okay overall.,2023-04-06T00:00:00
160,525,296,3,Okay overall.,2022-01-10T00:00:00
161,528,344,4,Good value for money!,2024-10-13T00:00:00
162,535,402,5,"Excellent product, highly recommend!",2024-04-19T00:00:00
163,537,385,1,"Very disappointed, would not buy again.",2022-01-01T00:00:00
164,542,498,5,"Excellent product, highly recommend!",2024-01-31T00:00:00
165,542,465,4,Good value for money!,2020-10-18T00:00:00
166,546,358,4,Good value for money!,2021-11-18T00:00:00
167,548,1095,2,Not great quality.,2023-07-05T00:00:00
168,548,967,5,"Excellent product, highly recommend!",2020-02-01T00:00:00
169,548,528,5,"Excellent product, highly recommend!",2024-07-16T00:00:00
170,553,1187,5,"Excellent product, highly recommend!",2022-09-21T00:00:00
171,553,191,3,Okay overall.,2024-08-24T00:00:00
172,554,287,4,Good value for money!,2021-07-09T00:00:00
173,554,333,5,"Excellent product, highly recommend!",2023-02-17T00:00:00
174,563,1026,3,Okay overall.,2021-09-29T00:00:00
175,563,1039,5,"Excellent product, highly recommend!",2021-07-20T00:00:00
176,566,1017,5,"Excellent product, highly recommend!",2023-01-23T00:00:00
177,572,510,3,Okay overall.,2022-04-05T00:00:00
178,572,386,4,Good value for money!,2020-06-13T00:00:00
179,577,731,4,Good value for money!,2024-09-15T00:00:00
180,577,416,3,Okay overall.,2023-12-25T00:00:00
181,578,950,5,"Excellent product, highly recommend!",2023-07-13T00:00:00
182,587,646,4,Good value for money!,2024-02-29T00:00:00
183,587,1086,4,Good value for money!,2021-06-06T00:00:00
184,615,225,3,Okay overall.,2023-06-01T00:00:00
185,615,492,4,Good value for money!,2021-03-12T00:00:00
186,615,907,4,Good value for money!,2025-02-09T00:00:00
187,615,828,4,Good value for money!,2024-03-24T00:00:00
188,620,975,3,Okay overall.,2020-12-31T00:00:00
189,620,978,4,Good value for money!,2020-11-08T00:00:00
190,620,866,5,"Excellent product, highly recommend!",2024-11-24T00:00:00
191,620,879,5,"Excellent product, highly recommend!",2022-11-26T00:00:00
192,623,1197,4,Good value for money!,2021-03-31T00:00:00
193,623,1035,4,Good value for money!,2021-03-04T00:00:00
194,629,217,4,Good value for money!,2022-12-18T00:00:00
195,629,528,5,"Excellent product, highly recommend!",2025-04-29T00:00:00
196,629,528,4,Good value for money!,2022-06-19T00:00:00
197,629,683,4,Good value for money!,2024-11-04T00:00:00
198,630,1010,5,"Excellent product, highly recommend!",2023-06-13T00:00:00
199,630,332,3,Okay overall.,2020-12-21T00:00:00
200,630,142,5,"Excellent product, highly recommend!",2024-04-10T00:00:00
201,637,163,5,"Excellent product, highly recommend!",2021-12-03T00:00:00
202,637,409,5,"Excellent product, highly recommend!",2022-03-22T00:00:00
203,640,493,4,Good value for money!,2022-09-05T00:00:00
204,640,463,3,Okay overall.,2020-04-15T00:00:00
205,653,1013,5,"Excellent product, highly recommend!",2022-06-02T00:00:00
206,660,611,4,Good value for money!,2025-07-18T00:00:00
207,660,312,4,Good value for money!,2023-12-21T00:00:00
208,664,391,5,"Excellent product, highly recommend!",2020-07-31T00:00:00
209,664,436,5,"Excellent product, highly recommend!",2021-11-23T00:00:00
210,664,402,4,Good value for money!,2023-06-18T00:00:00
211,664,504,4,Good value for money!,2020-03-29T00:00:00
212,680,1026,4,Good value for money!,2021-07-27T00:00:00
213,686,585,2,Not great quality.,2023-12-31T00:00:00
214,686,884,5,"Excellent product, highly recommend!",2025-01-29T00:00:00
215,686,800,4,Good value for money!,2024-10-09T00:00:00
216,690,908,5,"Excellent product, highly recommend!",2024-06-21T00:00:00
217,690,1011,1,"Very disappointed, would not buy again.",2024-01-25T00:00:00
218,691,809,3,Okay overall.,2022-03-17T00:00:00
219,692,208,3,Okay overall.,2020-06-18T00:00:00
220,692,114,4,Good value for money!,2025-03-31T00:00:00
221,695,353,5,"Excellent product, highly recommend!",2025-05-30T00:00:00
222,701,485,3,Okay overall.,2020-07-31T00:00:00
223,704,998,3,Okay overall.,2024-12-25T00:00:00
224,709,1115,3,Okay overall.,2024-12-24T00:00:00
225,709,657,5,"Excellent product, highly recommend!",2022-11-14T00:00:00
226,729,460,1,"Very disappointed, would not buy again.",2022-03-06T00:00:00
227,738,377,5,"Excellent product, highly recommend!",2022-11-20T00:00:00
228,753,827,4,Good value for money!,2023-02-27T00:00:00
229,760,921,5,"Excellent product, highly recommend!",2022-07-27T00:00:00
230,764,36,4,Good value for money!,2020-12-17T00:00:00
231,764,296,4,Good value for money!,2021-03-07T00:00:00
232,772,454,4,Good value for money!,2025-06-22T00:00:00
233,772,654,5,"Excellent product, highly recommend!",2024-08-06T00:00:00
234,772,557,2,Not great quality.,2021-09-03T00:00:00
235,772,532,5,"Excellent product, highly recommend!",2020-12-18T00:00:00
236,785,1080,4,Good value for money!,2024-12-12T00:00:00
237,804,459,5,"Excellent product, highly recommend!",2025-10-26T00:00:00
238,805,220,2,Not great quality.,2025-05-21T00:00:00
239,806,385,5,"Excellent product, highly recommend!",2024-03-16T00:00:00
240,806,1111,5,"Excellent product, highly recommend!",2024-01-19T00:00:00
241,806,406,5,"Excellent product, highly recommend!",2023-09-12T00:00:00
242,806,573,5,"Excellent product, highly recommend!",2020-04-18T00:00:00
243,808,331,3,Okay overall.,2024-11-11T00:00:00
244,815,268,5,"Excellent product, highly recommend!",2020-12-28T00:00:00
245,817,319,2,Not great quality.,2024-01-21T00:00:00
246,841,1115,5,"Excellent product, highly recommend!",2023-10-05T00:00:00
247,845,55,3,Okay overall.,2024-04-06T00:00:00
248,845,228,5,"Excellent product, highly recommend!",2022-02-14T00:00:00
249,845,981,4,Good value for money!,2020-07-07T00:00:00
250,846,281,2,Not great quality.,2025-01-29T00:00:00
251,846,338,5,"Excellent product, highly recommend!",2025-09-08T00:00:00
252,857,107,5,"Excellent product, highly recommend!",2020-03-28T00:00:00
253,861,454,4,Good value for money!,2020-09-28T00:00:00
254,875,910,5,"Excellent product, highly recommend!",2022-06-28T00:00:00
255,879,1154,4,Good value for money!,2021-05-11T00:00:00
256,887,1148,4,Good value for money!,2023-01-08T00:00:00
257,887,1086,5,"Excellent product, highly recommend!",2020-03-18T00:00:00
258,892,1105,5,"Excellent product, highly recommend!",2024-05-25T00:00:00
259,892,1176,1,"Very disappointed, would not buy again.",2022-07-14T00:00:00
260,892,581,4,Good value for money!,2025-07-24T00:00:00
261,896,392,4,Good value for money!,2022-11-14T00:00:00
262,896,759,5,"Excellent product, highly recommend!",2025-09-13T00:00:00
263,898,1175,4,Good value for money!,2023-10-05T00:00:00
264,900,27,4,Good value for money!,2020-01-08T00:00:00
265,900,1014,5,"Excellent product, highly recommend!",2024-10-06T00:00:00
266,913,340,4,Good value for money!,2020-02-22T00:00:00
267,913,271,4,Good value for money!,2024-12-20T00:00:00
268,913,291,5,"Excellent product, highly recommend!",2020-02-10T00:00:00
269,918,223,4,Good value for money!,2023-04-15T00:00:00
270,918,606,4,Good value for money!,2023-01-10T00:00:00
271,918,297,5,"Excellent product, highly recommend!",2020-09-24T00:00:00
272,920,671,4,Good value for money!,2022-09-27T00:00:00
273,920,591,3,Okay overall.,2025-05-26T00:00:00
274,920,1091,5,"Excellent product, highly recommend!",2023-04-19T00:00:00
275,939,418,3,Okay overall.,2020-09-04T00:00:00
276,939,493,4,Good value for money!,2024-01-24T00:00:00
277,941,457,4,Good value for money!,2021-05-05T00:00:00
278,941,482,4,Good value for money!,2022-02-28T00:00:00
279,952,367,4,Good value for money!,2024-01-02T00:00:00
280,953,414,4,Good value for money!,2025-01-09T00:00:00
281,955,483,3,Okay overall.,2025-06-07T00:00:00
282,955,434,5,"Excellent product, highly recommend!",2022-10-02T00:00:00
283,961,387,4,Good value for money!,2025-09-21T00:00:00
284,961,826,4,Good value for money!,2020-09-10T00:00:00
285,961,725,4,Good value for money!,2022-09-20T00:00:00
286,963,103,4,Good value for money!,2022-10-20T00:00:00
287,965,976,5,"Excellent product, highly recommend!",2023-04-17T00:00:00
288,965,553,3,Okay overall.,2023-12-01T00:00:00
289,966,744,5,"Excellent product, highly recommend!",2025-06-13T00:00:00
290,971,172,5,"Excellent product, highly recommend!",2020-03-21T00:00:00
291,972,1180,4,Good value for money!,2021-06-25T00:00:00
292,972,1052,5,"Excellent product, highly recommend!",2022-05-15T00:00:00
293,972,1029,5,"Excellent product, highly recommend!",2024-07-22T00:00:00
294,972,1173,4,Good value for money!,2025-03-25T00:00:00
295,988,708,4,Good value for money!,2022-11-06T00:00:00
296,992,977,4,Good value for money!,2024-08-10T00:00:00
297,996,92,2,Not great quality.,2023-03-22T00:00:00
298,998,1116,4,Good value for money!,2025-07-28T00:00:00
299,1006,980,4,Good value for money!,2022-05-21T00:00:00
300,1006,873,5,"Excellent product, highly recommend!",2025-08-05T00:00:00
301,1007,1150,5,"Excellent product, highly recommend!",2025-06-04T00:00:00
302,1008,1108,2,Not great quality.,2025-03-29T00:00:00
303,1021,873,3,Okay overall.,2021-04-26T00:00:00
304,1021,920,3,Okay overall.,2022-10-12T00:00:00
305,1028,776,3,Okay overall.,2022-06-07T00:00:00
306,1028,842,3,Okay overall.,2025-02-06T00:00:00
307,1028,837,5,"Excellent product, highly recommend!",2021-12-04T00:00:00
308,1029,1051,5,"Excellent product, highly recommend!",2021-09-26T00:00:00
309,1038,428,5,"Excellent product, highly recommend!",2020-09-06T00:00:00
310,1038,1194,4,Good value for money!,2020-11-28T00:00:00
311,1038,769,5,"Excellent product, highly recommend!",2025-04-19T00:00:00
312,1046,901,3,Okay overall.,2022-05-01T00:00:00
313,1046,1152,3,Okay overall.,2021-04-22T00:00:00
314,1046,936,4,Good value for money!,2023-03-15T00:00:00
315,1048,522,4,Good value for money!,2020-10-09T00:00:00
316,1054,983,4,Good value for money!,2021-02-19T00:00:00
317,1055,1007,5,"Excellent product, highly recommend!",2022-08-13T00:00:00
318,1060,27,4,Good value for money!,2023-01-09T00:00:00
319,1061,979,3,Okay overall.,2025-07-25T00:00:00
320,1066,483,4,Good value for money!,2021-05-29T00:00:00
321,1066,416,4,Good value for money!,2021-08-24T00:00:00
322,1066,866,4,Good value for money!,2020-11-20T00:00:00
323,1066,464,5,"Excellent product, highly recommend!",2022-07-16T00:00:00
324,1069,442,4,Good value for money!,2025-07-03T00:00:00
325,1078,1043,5,"Excellent product, highly recommend!",2022-10-21T00:00:00
326,1080,334,4,Good value for money!,2023-03-23T00:00:00
327,1081,477,2,Not great quality.,2024-01-27T00:00:00
328,1083,696,4,Good value for money!,2024-12-22T00:00:00
329,1087,937,5,"Excellent product, highly recommend!",2020-03-25T00:00:00
330,1097,909,4,Good value for money!,2020-12-12T00:00:00
331,1097,56,4,Good value for money!,2020-01-24T00:00:00
332,1097,509,3,Okay overall.,2024-06-29T00:00:00
333,1098,374,3,Okay overall.,2025-10-26T00:00:00
334,1098,417,4,Good value for money!,2020-01-05T00:00:00
335,1098,504,4,Good value for money!,2020-10-25T00:00:00
336,1101,847,4,Good value for money!,2022-02-15T00:00:00
337,1101,1173,3,Okay overall.,2025-08-10T00:00:00
338,1129,916,4,Good value for money!,2020-07-27T00:00:00
339,1139,231,4,Good value for money!,2020-02-07T00:00:00
340,1139,203,5,"Excellent product, highly recommend!",2023-12-12T00:00:00
341,1143,1033,4,Good value for money!,2023-07-05T00:00:00
342,1143,1105,4,Good value for money!,2021-04-08T00:00:00
343,1143,571,4,Good value for money!,2021-12-17T00:00:00
344,1147,824,5,"Excellent product, highly recommend!",2024-04-08T00:00:00
345,1147,838,4,Good value for money!,2023-02-16T00:00:00
346,1157,777,4,Good value for money!,2024-06-06T00:00:00
347,1157,782,4,Good value for money!,2020-09-16T00:00:00
348,1157,771,2,Not great quality.,2023-04-01T00:00:00
349,1157,698,5,"Excellent product, highly recommend!",2024-05-21T00:00:00
350,1167,103,5,"Excellent product, highly recommend!",2025-06-19T00:00:00
351,1167,69,5,"Excellent product, highly recommend!",2021-05-31T00:00:00
352,1167,107,5,"Excellent product, highly recommend!",2024-05-11T00:00:00
353,1169,778,4,Good value for money!,2021-09-25T00:00:00
354,1169,220,5,"Excellent product, highly recommend!",2023-06-12T00:00:00
355,1171,602,5,"Excellent product, highly recommend!",2020-07-20T00:00:00
356,1171,1153,4,Good value for money!,2023-12-30T00:00:00
357,1171,953,3,Okay overall.,2021-08-28T00:00:00
358,1172,634,5,"Excellent product, highly recommend!",2024-01-03T00:00:00
359,1172,612,4,Good value for money!,2023-07-04T00:00:00
360,1177,246,4,Good value for money!,2022-10-30T00:00:00
361,1177,1118,4,Good value for money!,2020-06-23T00:00:00
362,1178,649,5,"Excellent product, highly recommend!",2024-05-19T00:00:00
363,1178,544,4,Good value for money!,2021-07-17T00:00:00
364,1179,608,5,"Excellent product, highly recommend!",2022-04-07T00:00:00
365,1180,496,4,Good value for money!,2020-05-18T00:00:00
366,1192,798,3,Okay overall.,2024-01-12T00:00:00
367,1197,243,5,"Excellent product, highly recommend!",2021-10-07T00:00:00
368,1197,10,3,Okay overall.,2022-02-28T00:00:00
369,1197,265,5,"Excellent product, highly recommend!",2020-09-29T00:00:00
370,1197,425,5,"Excellent product, highly recommend!",2022-11-23T00:00:00
371,1198,963,3,Okay overall.,2024-07-09T00:00:00
372,1203,508,5,"Excellent product, highly recommend!",2020-03-13T00:00:00
373,1203,903,4,Good value for money!,2025-08-10T00:00:00
374,1211,1098,5,"Excellent product, highly recommend!",2021-10-04T00:00:00
375,1220,496,5,"Excellent product, highly recommend!",2024-04-26T00:00:00
376,1220,363,5,"Excellent product, highly recommend!",2023-08-24T00:00:00
377,1220,1006,4,Good value for money!,2023-10-24T00:00:00
378,1233,1162,1,"Very disappointed, would not buy again.",2023-08-13T00:00:00
379,1233,1093,3,Okay overall.,2023-12-31T00:00:00
380,1248,614,4,Good value for money!,2025-06-27T00:00:00
381,1264,511,3,Okay overall.,2022-08-03T00:00:00
382,1264,1155,5,"Excellent product, highly recommend!",2020-07-03T00:00:00
383,1264,398,3,Okay overall.,2024-01-29T00:00:00
384,1272,1148,4,Good value for money!,2024-12-07T00:00:00
385,1281,1018,2,Not great quality.,2022-03-24T00:00:00
386,1284,1140,5,"Excellent product, highly recommend!",2025-02-16T00:00:00
387,1284,813,5,"Excellent product, highly recommend!",2020-02-15T00:00:00
388,1285,1174,1,"Very disappointed, would not buy again.",2023-12-19T00:00:00
389,1285,945,5,"Excellent product, highly recommend!",2020-04-24T00:00:00
390,1293,1056,5,"Excellent product, highly recommend!",2024-02-09T00:00:00
391,1293,381,4,Good value for money!,2022-06-01T00:00:00
392,1293,966,2,Not great quality.,2021-04-11T00:00:00
393,1293,14,4,Good value for money!,2024-07-05T00:00:00
394,1295,505,5,"Excellent product, highly recommend!",2024-03-05T00:00:00
395,1302,489,3,Okay overall.,2022-09-08T00:00:00
396,1302,507,5,"Excellent product, highly recommend!",2021-09-19T00:00:00
397,1302,392,2,Not great quality.,2020-06-30T00:00:00
398,1302,424,4,Good value for money!,2024-06-28T00:00:00
399,1310,413,4,Good value for money!,2024-05-16T00:00:00
400,1310,267,4,Good value for money!,2021-07-09T00:00:00
401,1313,977,4,Good value for money!,2022-03-06T00:00:00
402,1313,623,4,Good value for money!,2022-07-06T00:00:00
403,1317,559,4,Good value for money!,2023-12-29T00:00:00
404,1327,1022,2,Not great quality.,2023-07-09T00:00:00
405,1338,743,4,Good value for money!,2023-01-24T00:00:00
406,1341,1180,2,Not great quality.,2025-04-09T00:00:00
407,1346,322,4,Good value for money!,2020-10-25T00:00:00
408,1346,997,5,"Excellent product, highly recommend!",2020-02-06T00:00:00
409,1346,775,4,Good value for money!,2023-11-26T00:00:00
410,1346,953,4,Good value for money!,2023-02-26T00:00:00
411,1362,114,3,Okay overall.,2020-01-22T00:00:00
412,1364,347,5,"Excellent product, highly recommend!",2021-03-06T00:00:00
413,1371,579,3,Okay overall.,2023-10-20T00:00:00
414,1371,591,4,Good value for money!,2025-04-17T00:00:00
415,1371,623,3,Okay overall.,2021-08-01T00:00:00
416,1371,548,4,Good value for money!,2020-05-10T00:00:00
417,1371,1016,5,"Excellent product, highly recommend!",2020-07-16T00:00:00
418,1371,570,5,"Excellent product, highly recommend!",2023-09-25T00:00:00
419,1375,479,3,Okay overall.,2020-05-13T00:00:00
420,1383,406,5,"Excellent product, highly recommend!",2025-03-16T00:00:00
421,1392,997,5,"Excellent product, highly recommend!",2025-06-28T00:00:00
422,1392,559,5,"Excellent product, highly recommend!",2022-09-02T00:00:00
423,1395,1151,4,Good value for money!,2022-03-22T00:00:00
424,1395,984,4,Good value for money!,2023-12-31T00:00:00
425,1395,1160,3,Okay overall.,2022-09-29T00:00:00
426,1397,511,1,"Very disappointed, would not buy again.",2021-05-09T00:00:00
427,1397,289,4,Good value for money!,2025-09-02T00:00:00
428,1397,461,5,"Excellent product, highly recommend!",2025-09-30T00:00:00
429,1399,382,3,Okay overall.,2020-05-20T00:00:00
430,1399,930,4,Good value for money!,2021-03-31T00:00:00
431,1411,845,5,"Excellent product, highly recommend!",2021-09-28T00:00:00
432,1411,1181,5,"Excellent product, highly recommend!",2020-11-16T00:00:00
433,1411,1086,5,"Excellent product, highly recommend!",2020-09-23T00:00:00
434,1411,1141,4,Good value for money!,2021-02-04T00:00:00
435,1413,480,2,Not great quality.,2022-05-25T00:00:00
436,1415,995,2,Not great quality.,2024-02-13T00:00:00
437,1415,1112,4,Good value for money!,2023-07-15T00:00:00
438,1422,1167,5,"Excellent product, highly recommend!",2023-10-29T00:00:00
439,1430,432,5,"Excellent product, highly recommend!",2025-03-09T00:00:00
440,1431,493,5,"Excellent product, highly recommend!",2024-08-08T00:00:00
441,1431,359,2,Not great quality.,2024-01-16T00:00:00
442,1433,412,4,Good value for money!,2021-08-17T00:00:00
443,1434,455,5,"Excellent product, highly recommend!",2024-11-07T00:00:00
444,1436,673,3,Okay overall.,2022-10-26T00:00:00
445,1460,1084,2,Not great quality.,2021-06-13T00:00:00
446,1460,1177,4,Good value for money!,2025-04-07T00:00:00
