product_id,category,name,price_usd,cost_usd,margin_usd
73,Electronics,Mouse MediumSpringGreen 253,376.88,276.18,100.7
74,Electronics,Mouse MediumVioletRed 223,110.69,75.9,34.79
75,Electronics,Headphones SpringGreen 668,215.81,141.46,74.35
76,Electronics,Speaker SaddleBrown 673,477.04,253.71,223.33
77,Electronics,Headphones CornflowerBlue 890,171.64,100.08,71.56
78,Electronics,Keyboard DarkGoldenRod 878,319.4,213.52,105.88
79,Electronics,Keyboard LightPink 617,282.65,193.26,89.39
80,Electronics,Webcam Sienna 646,424.86,270.09,154.77
81,Electronics,Speaker Coral 635,319.42,183.44,135.98
82,Electronics,Monitor Chocolate 307,555.99,426.9,129.09
83,Electronics,Speaker Magenta 552,108.17,58.03,50.14
84,Electronics,SSD RosyBrown 174,71.35,40.83,30.52
85,Electronics,Webcam LightSkyBlue 895,411.6,302.6,109.0
86,Electronics,Mouse OliveDrab 474,565.52,391.93,173.59
87,Electronics,Mouse MediumTurquoise 578,174.27,94.31,79.96
88,Electronics,Webcam Beige 598,455.61,240.67,214.94
89,Electronics,Mouse SandyBrown 265,594.23,445.51,148.72
90,Electronics,Smartwatch MidnightBlue 531,596.62,370.59,226.03
91,Electronics,Webcam FloralWhite 474,233.27,123.09,110.18
92,Electronics,Headphones DarkOrange 820,222.65,141.96,80.69
93,Electronics,Headphones Snow 402,249.08,163.2,85.88
94,Electronics,Keyboard Chocolate 334,94.32,73.15,21.17
95,Electronics,Keyboard IndianRed 897,77.91,45.31,32.6
96,Electronics,Mouse LightSlateGray 532,184.15,99.23,84.92
97,Electronics,Monitor DarkSeaGreen 627,261.39,172.77,88.62
98,Electronics,Speaker LightBlue 158,429.24,226.14,203.1
99,Electronics,Mouse Orchid 117,272.43,142.13,130.3
100,Electronics,Keyboard OrangeRed 976,486.93,255.7,231.23
101,Electronics,Webcam SpringGreen 564,67.97,51.58,16.39
102,Electronics,Headphones Cyan 374,223.32,148.71,74.61
103,Electronics,Mouse FireBrick 212,54.63,38.94,15.69
104,Electronics,Mouse RosyBrown 419,179.28,99.38,79.9
105,Electronics,Monitor PaleGoldenRod 556,332.72,186.91,145.81
106,Electronics,Mouse LightSeaGreen 356,184.2,136.51,47.69
107,Electronics,Headphones DarkSlateGray 664,38.75,27.9,10.85
108,Electronics,Webcam Plum 557,323.11,185.37,137.74
109,Electronics,Keyboard LightSeaGreen 772,405.24,281.65,123.59
110,Electronics,Speaker PapayaWhip 618,341.17,261.55,79.62
111,Electronics,Monitor MintCream 450,422.01,335.38,86.63
112,Electronics,Webcam Olive 751,504.4,359.14,145.26
113,Electronics,Mouse Lavender 155,260.68,157.52,103.16
114,Electronics,Mouse DeepPink 361,38.13,26.22,11.91
115,Electronics,Smartwatch DarkBlue 961,123.05,64.64,58.41
116,Electronics,Smartwatch Fuchsia 388,526.21,368.96,157.25
117,Electronics,Webcam DeepPink 289,424.83,218.18,206.65
118,Electronics,Mouse Lavender 472,183.35,91.87,91.48
119,Electronics,SSD Lavender 350,584.4,388.11,196.29
120,Electronics,Headphones Aquamarine 465,580.43,344.12,236.31
121,Electronics,Mouse SlateBlue 586,30.61,18.81,11.8
122,Electronics,Monitor Gainsboro 616,316.58,177.38,139.2
123,Electronics,Headphones LightGray 247,81.79,60.94,20.85
124,Electronics,Smartwatch LightSkyBlue 406,364.48,225.32,139.16
125,Electronics,Monitor AntiqueWhite 641,388.91,204.31,184.6
126,Electronics,Mouse DarkViolet 710,404.8,289.35,115.45
127,Electronics,Smartwatch PeachPuff 606,465.66,333.51,132.15
128,Electronics,Mouse White 248,191.98,131.62,60.36
129,Electronics,Headphones NavajoWhite 625,500.17,357.37,142.8
130,Electronics,Smartwatch MediumAquaMarine 242,448.3,333.39,114.91
131,Electronics,Headphones DarkSalmon 828,501.05,338.32,162.73
132,Electronics,Webcam Thistle 752,78.5,40.24,38.26
133,Electronics,SSD CadetBlue 562,576.92,353.64,223.28
134,Electronics,Headphones SaddleBrown 797,387.83,266.78,121.05
135,Electronics,Webcam OrangeRed 916,308.9,154.76,154.14
136,Electronics,Keyboard Orchid 648,456.51,297.14,159.37
137,Electronics,Keyboard PaleGoldenRod 854,405.8,210.94,194.86
138,Electronics,Speaker OrangeRed 371,173.75,90.76,82.99
139,Electronics,Webcam DarkKhaki 857,445.72,250.3,195.42
140,Electronics,Speaker SkyBlue 590,311.55,191.53,120.02
141,Electronics,Monitor PaleGoldenRod 758,467.17,320.05,147.12
142,Electronics,Webcam Chocolate 360,74.16,40.36,33.8
143,Electronics,Monitor Gold 593,384.06,207.4,176.66
144,Electronics,Headphones CornflowerBlue 201,306.9,242.99,63.91
145,Electronics,Webcam HoneyDew 628,415.15,243.8,171.35
146,Electronics,Monitor Purple 221,294.86,188.68,106.18
147,Electronics,Webcam DodgerBlue 584,207.65,109.17,98.48
148,Electronics,Headphones DarkOliveGreen 618,195.07,102.01,93.06
149,Electronics,Speaker MediumSpringGreen 315,596.56,367.51,229.05
150,Electronics,Keyboard CadetBlue 636,361.44,196.09,165.35
151,Electronics,Monitor DarkKhaki 939,573.06,309.33,263.73
152,Electronics,Monitor AliceBlue 336,535.51,380.75,154.76
153,Electronics,Speaker DeepPink 125,541.69,349.85,191.84
154,Electronics,Mouse WhiteSmoke 561,32.05,20.75,11.3
155,Electronics,Smartwatch DarkGreen 452,202.11,109.59,92.52
156,Electronics,Smartwatch Moccasin 101,210.16,158.05,52.11
157,Electronics,SSD Bisque 222,457.92,344.23,113.69
158,Electronics,Webcam Cornsilk 396,436.42,336.25,100.17
159,Electronics,Monitor HoneyDew 990,242.17,149.63,92.54
160,Electronics,Keyboard OldLace 381,235.6,148.05,87.55
161,Electronics,Headphones DeepPink 777,189.96,97.92,92.04
162,Electronics,Monitor LightCoral 372,391.93,213.47,178.46
163,Electronics,Smartwatch MediumTurquoise 482,321.25,178.92,142.33
164,Electronics,Smartwatch Moccasin 746,534.03,397.1,136.93
165,Electronics,Smartwatch Sienna 662,550.65,430.72,119.93
166,Electronics,Webcam DarkRed 849,440.16,226.61,213.55
167,Electronics,Smartwatch DarkOrange 759,286.99,208.3,78.69
168,Electronics,Monitor SlateBlue 663,306.78,237.32,69.46
169,Electronics,Mouse SeaGreen 388,127.33,79.51,47.82
170,Electronics,Monitor Silver 768,175.77,126.84,48.93
171,Electronics,Monitor SkyBlue 594,261.54,149.5,112.04
172,Home & Kitchen,Lamp Magenta 758,170.53,91.39,79.14
173,Home & Kitchen,Coffee Maker DarkBlue 931,28.04,18.23,9.81
174,Home & Kitchen,Vacuum DarkTurquoise 440,142.09,90.35,51.74
175,Home & Kitchen,Toaster DarkKhaki 297,117.99,63.94,54.05
176,Home & Kitchen,Coffee Maker MediumSpringGreen 193,31.77,19.14,12.63
177,Home & Kitchen,Air Fryer LightGray 683,67.39,38.92,28.47
178,Home & Kitchen,Coffee Maker Silver 522,222.94,161.61,61.33
179,Home & Kitchen,Vacuum DodgerBlue 485,109.33,71.86,37.47
180,Home & Kitchen,Air Fryer Tomato 384,91.17,47.28,43.89
181,Home & Kitchen,Lamp Beige 615,242.24,130.27,111.97
182,Home & Kitchen,Lamp GreenYellow 321,161.11,122.26,38.85
183,Home & Kitchen,Blender Wheat 509,75.05,43.12,31.93
184,Home & Kitchen,Cookware MistyRose 969,117.01,91.99,25.02
185,Home & Kitchen,Toaster DarkViolet 133,219.49,111.18,108.31
186,Home & Kitchen,Vacuum YellowGreen 584,180.28,138.58,41.7
187,Home & Kitchen,Lamp Bisque 945,127.56,66.58,60.98
188,Home & Kitchen,Lamp Wheat 354,215.31,170.45,44.86
189,Home & Kitchen,Toaster Lime 634,36.17,19.76,16.41
190,Home & Kitchen,Cookware DarkGoldenRod 817,36.13,27.01,9.12
191,Home & Kitchen,Cookware LightGoldenRodYellow 187,213.16,163.81,49.35
192,Home & Kitchen,Lamp Tomato 228,196.45,98.31,98.14
193,Home & Kitchen,Coffee Maker Moccasin 832,146.65,74.98,71.67
194,Home & Kitchen,Air Fryer FireBrick 640,240.98,165.78,75.2
195,Home & Kitchen,Cookware MintCream 201,114.98,83.84,31.14
196,Home & Kitchen,Blender Ivory 296,82.08,64.27,17.81
197,Home & Kitchen,Vacuum White 101,72.61,53.52,19.09
198,Home & Kitchen,Blender Yellow 385,138.99,111.04,27.95
199,Home & Kitchen,Air Fryer SteelBlue 586,164.7,126.02,38.68
200,Home & Kitchen,Lamp MediumPurple 521,66.34,38.09,28.25
201,Home & Kitchen,Cookware Ivory 298,165.92,85.71,80.21
202,Home & Kitchen,Vacuum GoldenRod 183,222.36,154.35,68.01
203,Home & Kitchen,Air Fryer LawnGreen 479,64.68,40.57,24.11
204,Home & Kitchen,Coffee Maker PaleGoldenRod 835,128.31,90.94,37.37
205,Home & Kitchen,Vacuum Khaki 106,96.96,60.01,36.95
206,Home & Kitchen,Toaster Green 169,80.11,60.37,19.74
207,Home & Kitchen,Coffee Maker Tomato 884,128.97,72.24,56.73
208,Home & Kitchen,Toaster Snow 371,56.54,36.16,20.38
209,Home & Kitchen,Toaster MintCream 738,223.44,119.03,104.41
210,Home & Kitchen,Vacuum Black 596,156.42,120.28,36.14
211,Home & Kitchen,Vacuum Black 709,228.5,118.12,110.38
212,Home & Kitchen,Coffee Maker LightSeaGreen 124,231.26,119.4,111.86
213,Home & Kitchen,Lamp SeaShell 161,44.06,22.72,21.34
214,Home & Kitchen,Coffee Maker LightGoldenRodYellow 421,104.4,80.33,24.07
215,Home & Kitchen,Cookware GoldenRod 269,37.17,19.47,17.7
216,Home & Kitchen,Air Fryer MediumTurquoise 637,55.76,38.79,16.97
217,Home & Kitchen,Cookware RosyBrown 842,122.23,72.55,49.68
218,Home & Kitchen,Vacuum MediumVioletRed 553,211.39,168.16,43.23
219,Home & Kitchen,Coffee Maker Moccasin 182,36.15,18.92,17.23
220,Home & Kitchen,Air Fryer Cyan 674,110.84,84.85,25.99
221,Home & Kitchen,Toaster Indigo 941,59.78,36.29,23.49
222,Home & Kitchen,Air Fryer DarkKhaki 150,207.28,130.53,76.75
223,Home & Kitchen,Cookware Khaki 557,123.63,75.64,47.99
224,Home & Kitchen,Coffee Maker SeaShell 585,87.59,63.17,24.42
225,Home & Kitchen,Blender Gray 740,161.6,92.82,68.78
226,Home & Kitchen,Toaster MediumSlateBlue 575,107.15,65.65,41.5
227,Home & Kitchen,Blender GreenYellow 299,202.8,105.17,97.63
228,Home & Kitchen,Cookware SkyBlue 471,25.08,17.1,7.98
229,Home & Kitchen,Air Fryer AliceBlue 144,90.39,71.06,19.33
230,Home & Kitchen,Air Fryer Silver 382,189.15,133.71,55.44
231,Home & Kitchen,Air Fryer MediumTurquoise 924,10.91,7.93,2.98
232,Home & Kitchen,Cookware DarkBlue 945,237.16,123.23,113.93
233,Home & Kitchen,Coffee Maker DarkOrchid 576,35.74,25.54,10.2
234,Home & Kitchen,Toaster Orange 540,102.76,59.12,43.64
235,Home & Kitchen,Toaster Green 287,128.43,99.97,28.46
236,Home & Kitchen,Blender Silver 942,202.62,146.2,56.42
237,Home & Kitchen,Cookware Fuchsia 435,195.47,133.34,62.13
238,Home & Kitchen,Toaster PowderBlue 901,86.69,52.76,33.93
239,Home & Kitchen,Lamp MediumSeaGreen 870,28.96,16.19,12.77
240,Home & Kitchen,Coffee Maker DarkCyan 134,69.35,36.02,33.33
241,Home & Kitchen,Vacuum Orchid 536,142.62,85.25,57.37
242,Home & Kitchen,Blender SandyBrown 186,247.08,143.17,103.91
243,Home & Kitchen,Coffee Maker PaleGoldenRod 826,33.14,21.53,11.61
244,Home & Kitchen,Vacuum DarkBlue 571,51.57,27.84,23.73
245,Home & Kitchen,Lamp DimGray 651,223.9,127.73,96.17
246,Home & Kitchen,Toaster FloralWhite 898,195.73,142.47,53.26
247,Home & Kitchen,Toaster DarkSalmon 374,80.54,47.02,33.52
248,Home & Kitchen,Air Fryer Black 549,70.97,41.03,29.94
249,Home & Kitchen,Coffee Maker DeepPink 388,54.58,31.15,23.43
250,Home & Kitchen,Lamp SeaGreen 357,55.18,28.66,26.52
251,Home & Kitchen,Coffee Maker DarkViolet 927,131.76,75.03,56.73
252,Home & Kitchen,Blender Sienna 204,166.8,132.99,33.81
253,Home & Kitchen,Blender MediumVioletRed 960,123.94,92.43,31.51
254,Home & Kitchen,Vacuum DeepSkyBlue 400,229.45,117.5,111.95
255,Home & Kitchen,Coffee Maker DarkSeaGreen 947,38.61,21.5,17.11
256,Home & Kitchen,Lamp Beige 624,56.6,29.58,27.02
257,Home & Kitchen,Toaster Aquamarine 893,52.66,35.86,16.8
258,Home & Kitchen,Toaster DarkKhaki 752,169.54,85.09,84.45
259,Home & Kitchen,Lamp Violet 138,180.33,109.08,71.25
260,Home & Kitchen,Air Fryer DarkSlateGray 361,91.6,47.01,44.59
261,Home & Kitchen,Blender PowderBlue 308,153.86,107.01,46.85
262,Home & Kitchen,Toaster GoldenRod 794,12.73,7.61,5.12
263,Home & Kitchen,Air Fryer HotPink 308,54.43,32.31,22.12
264,Home & Kitchen,Blender Black 164,200.87,133.46,67.41
265,Home & Kitchen,Vacuum LightCoral 663,34.33,21.24,13.09
266,Home & Kitchen,Coffee Maker HotPink 267,163.4,86.17,77.23
267,Home & Kitchen,Vacuum LightSteelBlue 390,176.9,110.2,66.7
268,Home & Kitchen,Cookware SteelBlue 419,83.82,65.88,17.94
269,Home & Kitchen,Cookware LawnGreen 526,145.96,88.62,57.34
270,Home & Kitchen,Blender MediumOrchid 472,217.42,173.72,43.7
271,Home & Kitchen,Cookware LightGoldenRodYellow 308,57.33,41.19,16.14
272,Home & Kitchen,Blender YellowGreen 216,114.2,62.46,51.74
273,Home & Kitchen,Toaster PeachPuff 473,31.72,21.36,10.36
274,Home & Kitchen,Vacuum DarkSeaGreen 152,195.53,105.39,90.14
275,Home & Kitchen,Lamp Chocolate 506,44.2,32.79,11.41
276,Home & Kitchen,Blender MidnightBlue 854,147.49,114.77,32.72
277,Home & Kitchen,Lamp Salmon 265,51.2,30.94,20.26
278,Home & Kitchen,Lamp Tomato 492,51.23,26.65,24.58
279,Home & Kitchen,Vacuum PeachPuff 924,190.85,140.78,50.07
280,Home & Kitchen,Coffee Maker SteelBlue 144,82.39,61.89,20.5
281,Home & Kitchen,Vacuum DarkSeaGreen 751,85.49,58.33,27.16
282,Home & Kitchen,Vacuum White 804,30.71,21.92,8.79
283,Home & Kitchen,Toaster DeepPink 977,223.87,154.94,68.93
284,Home & Kitchen,Coffee Maker Violet 300,159.05,108.86,50.19
285,Home & Kitchen,Toaster Teal 142,123.51,82.71,40.8
286,Home & Kitchen,Vacuum Azure 467,235.25,128.67,106.58
287,Home & Kitchen,Blender Purple 935,45.87,36.29,9.58
288,Home & Kitchen,Coffee Maker Gainsboro 875,19.86,13.28,6.58
289,Home & Kitchen,Cookware AntiqueWhite 220,19.15,14.39,4.76
290,Home & Kitchen,Vacuum DeepPink 742,153.88,102.33,51.55
291,Home & Kitchen,Toaster ForestGreen 696,83.49,52.27,31.22
292,Home & Kitchen,Coffee Maker DarkTurquoise 557,112.18,78.26,33.92
293,Home & Kitchen,Lamp Sienna 733,115.2,58.41,56.79
294,Home & Kitchen,Vacuum DarkOrchid 733,121.67,77.14,44.53
295,Home & Kitchen,Toaster Chocolate 929,206.55,155.11,51.44
296,Home & Kitchen,Vacuum MediumOrchid 467,106.08,55.18,50.9
297,Home & Kitchen,Vacuum Tomato 616,97.68,72.35,25.33
298,Home & Kitchen,Lamp Wheat 233,167.7,85.9,81.8
299,Home & Kitchen,Blender SkyBlue 837,231.31,137.43,93.88
300,Home & Kitchen,Lamp DarkMagenta 486,29.19,21.18,8.01
301,Home & Kitchen,Cookware Chartreuse 977,238.21,128.84,109.37
302,Home & Kitchen,Blender LightBlue 934,249.07,179.24,69.83
303,Home & Kitchen,Blender Gold 603,56.49,44.88,11.61
304,Home & Kitchen,Air Fryer LightSalmon 269,239.59,185.64,53.95
305,Home & Kitchen,Cookware BlueViolet 167,199.21,155.22,43.99
306,Home & Kitchen,Toaster DarkGreen 262,94.22,68.48,25.74
307,Home & Kitchen,Air Fryer Tan 935,225.17,131.16,94.01
308,Home & Kitchen,Vacuum RoyalBlue 591,44.46,28.93,15.53
309,Home & Kitchen,Coffee Maker Black 343,152.05,104.12,47.93
310,Home & Kitchen,Air Fryer Coral 513,99.34,55.6,43.74
311,Home & Kitchen,Coffee Maker Red 435,162.78,94.98,67.8
312,Home & Kitchen,Vacuum MediumOrchid 217,50.5,37.14,13.36
313,Home & Kitchen,Toaster Tan 468,137.37,94.91,42.46
314,Home & Kitchen,Toaster Thistle 805,118.73,77.94,40.79
315,Home & Kitchen,Blender Green 977,70.49,46.57,23.92
316,Home & Kitchen,Vacuum LightSalmon 484,187.1,114.4,72.7
317,Home & Kitchen,Air Fryer RoyalBlue 882,148.57,90.34,58.23
318,Home & Kitchen,Blender Teal 861,116.15,64.23,51.92
319,Home & Kitchen,Blender White 417,81.13,53.13,28.0
320,Home & Kitchen,Cookware Silver 779,241.83,184.05,57.78
321,Home & Kitchen,Air Fryer Tan 326,185.93,134.64,51.29
322,Home & Kitchen,Coffee Maker LightBlue 527,79.83,54.9,24.93
323,Home & Kitchen,Lamp Turquoise 600,97.38,50.09,47.29
324,Home & Kitchen,Coffee Maker LightGoldenRodYellow 155,157.0,80.65,76.35
325,Home & Kitchen,Blender Green 635,146.11,86.37,59.74
326,Home & Kitchen,Air Fryer RosyBrown 408,138.19,86.23,51.96
327,Home & Kitchen,Lamp DarkSlateGray 948,42.09,25.67,16.42
328,Home & Kitchen,Vacuum PapayaWhip 920,48.07,24.24,23.83
329,Home & Kitchen,Coffee Maker DarkRed 165,179.79,114.21,65.58
330,Home & Kitchen,Cookware OrangeRed 376,44.73,31.29,13.44
331,Home & Kitchen,Vacuum Red 157,204.78,161.8,42.98
332,Home & Kitchen,Cookware Maroon 708,207.01,158.94,48.07
333,Home & Kitchen,Cookware Cornsilk 630,148.83,101.29,47.54
334,Home & Kitchen,Cookware LawnGreen 100,128.28,70.49,57.79
335,Home & Kitchen,Blender Pink 290,24.77,12.57,12.2
336,Home & Kitchen,Coffee Maker Cornsilk 207,48.21,37.29,10.92
337,Home & Kitchen,Blender HotPink 301,157.03,109.46,47.57
338,Home & Kitchen,Coffee Maker LimeGreen 758,109.16,71.55,37.61
339,Home & Kitchen,Lamp DarkRed 727,165.42,103.32,62.1
340,Home & Kitchen,Coffee Maker DeepSkyBlue 740,132.06,68.56,63.5
341,Home & Kitchen,Blender Moccasin 589,248.57,178.3,70.27
342,Home & Kitchen,Cookware DarkTurquoise 547,139.22,85.28,53.94
343,Beauty,Lipstick LightCoral 771,109.91,57.61,52.3
344,Beauty,Conditioner DarkSlateGray 367,25.17,20.11,5.06
345,Beauty,Serum SeaGreen 867,79.06,42.45,36.61
346,Beauty,Lipstick Indigo 153,113.43,65.67,47.76
347,Beauty,Shampoo DarkGray 802,78.12,54.98,23.14
348,Beauty,Sunscreen Orchid 322,116.77,68.74,48.03
349,Beauty,Moisturizer SlateBlue 366,106.21,53.59,52.62
350,Beauty,Serum DodgerBlue 263,101.8,57.09,44.71
351,Beauty,Lipstick Ivory 498,110.22,61.46,48.76
352,Beauty,Shampoo DodgerBlue 972,74.14,45.51,28.63
353,Beauty,Lipstick Plum 961,110.99,88.18,22.81
354,Beauty,Sunscreen Thistle 814,58.99,44.36,14.63
355,Beauty,Moisturizer PaleGreen 842,103.62,65.4,38.22
356,Beauty,Serum MediumSlateBlue 317,70.59,41.81,28.78
357,Beauty,Conditioner PeachPuff 275,76.6,40.09,36.51
358,Beauty,Serum Gray 736,8.79,4.69,4.1
359,Beauty,Serum MintCream 129,44.66,24.23,20.43
360,Beauty,Moisturizer MediumAquaMarine 749,9.79,6.93,2.86
361,Beauty,Moisturizer DarkGoldenRod 167,85.16,61.4,23.76
362,Beauty,Sunscreen Moccasin 939,92.6,51.84,40.76
363,Beauty,Sunscreen Azure 988,107.5,55.88,51.62
364,Beauty,Lipstick MediumSlateBlue 310,113.6,60.45,53.15
365,Beauty,Serum Salmon 968,17.88,9.12,8.76
366,Beauty,Lipstick Purple 747,15.06,10.92,4.14
367,Beauty,Shampoo Azure 910,59.87,32.32,27.55
368,Beauty,Lipstick OliveDrab 533,28.57,17.02,11.55
369,Beauty,Shampoo MediumPurple 389,7.41,4.28,3.13
370,Beauty,Moisturizer Tomato 428,87.31,53.29,34.02
371,Beauty,Sunscreen LightYellow 733,62.93,47.54,15.39
372,Beauty,Lipstick Thistle 546,8.56,5.34,3.22
373,Beauty,Sunscreen Coral 821,93.9,56.72,37.18
374,Beauty,Moisturizer DarkOliveGreen 982,66.86,37.77,29.09
375,Beauty,Moisturizer Khaki 546,71.07,41.66,29.41
376,Beauty,Moisturizer DarkKhaki 868,65.21,38.25,26.96
377,Beauty,Moisturizer DarkBlue 603,5.5,3.56,1.94
378,Beauty,Lipstick LightGray 606,96.63,53.66,42.97
379,Beauty,Sunscreen LightPink 366,44.93,33.68,11.25
380,Beauty,Sunscreen BlueViolet 319,113.55,66.44,47.11
381,Beauty,Lipstick Gainsboro 751,31.63,17.39,14.24
382,Beauty,Moisturizer LightPink 674,61.38,48.94,12.44
383,Beauty,Moisturizer DarkSeaGreen 510,77.21,46.84,30.37
384,Beauty,Conditioner Peru 532,107.56,77.83,29.73
385,Beauty,Lipstick LightGoldenRodYellow 369,7.9,4.44,3.46
386,Beauty,Conditioner PaleGreen 488,108.64,70.65,37.99
387,Beauty,Lipstick DeepPink 644,31.86,20.34,11.52
388,Beauty,Sunscreen WhiteSmoke 761,91.76,66.61,25.15
389,Beauty,Moisturizer Thistle 259,45.08,26.96,18.12
390,Beauty,Conditioner Snow 273,81.14,58.63,22.51
391,Beauty,Conditioner MediumOrchid 693,55.46,40.6,14.86
392,Beauty,Serum DarkCyan 813,19.5,12.45,7.05
393,Beauty,Serum LightSeaGreen 872,63.39,36.78,26.61
394,Beauty,Lipstick Chartreuse 840,100.05,68.55,31.5
395,Beauty,Serum Gainsboro 717,117.1,83.95,33.15
396,Beauty,Sunscreen Peru 293,45.09,25.74,19.35
397,Beauty,Shampoo Cornsilk 204,117.14,84.18,32.96
398,Beauty,Serum LightGreen 493,115.67,61.36,54.31
399,Beauty,Serum Azure 850,118.14,87.24,30.9
400,Beauty,Shampoo DarkCyan 753,55.02,30.75,24.27
401,Beauty,Moisturizer LightGoldenRodYellow 575,37.29,28.55,8.74
402,Beauty,Moisturizer DarkBlue 547,6.45,4.88,1.57
403,Beauty,Lipstick Indigo 403,30.58,24.29,6.29
404,Beauty,Conditioner CornflowerBlue 855,7.54,4.35,3.19
405,Beauty,Conditioner LightGray 973,5.63,3.22,2.41
406,Beauty,Conditioner DarkRed 762,85.63,57.91,27.72
407,Beauty,Conditioner SaddleBrown 768,102.29,71.64,30.65
408,Beauty,Lipstick Aqua 795,85.51,64.62,20.89
409,Beauty,Serum MediumSlateBlue 420,78.78,50.12,28.66
410,Beauty,Shampoo PapayaWhip 529,77.25,40.89,36.36
411,Beauty,Serum LightGreen 744,94.97,67.8,27.17
412,Beauty,Serum DarkSeaGreen 566,33.76,21.17,12.59
413,Beauty,Moisturizer Brown 791,76.48,47.63,28.85
