order_id,product_id,unit_price_usd,quantity,line_total_usd
88,634,92.11,1,92.11
89,961,27.05,1,27.05
89,514,66.53,1,66.53
90,514,66.53,1,66.53
91,1043,8.79,3,26.37
91,1154,41.97,1,41.97
91,929,15.33,1,15.33
91,1109,67.75,1,67.75
92,1164,47.41,1,47.41
93,287,45.87,4,183.48
93,231,10.91,2,21.82
93,576,172.43,1,172.43
93,817,52.01,1,52.01
93,525,53.6,1,53.6
94,772,24.33,1,24.33
95,1138,22.74,4,90.96
96,999,49.06,1,49.06
97,988,37.65,1,37.65
97,1061,30.82,1,30.82
98,1188,61.13,1,61.13
98,839,20.73,1,20.73
99,1162,40.31,1,40.31
99,1144,7.22,3,21.66
100,932,20.11,1,20.11
100,1041,21.08,2,42.16
101,952,48.58,3,145.74
101,964,8.55,1,8.55
101,933,14.22,1,14.22
102,960,44.85,4,179.4
103,861,7.39,1,7.39
104,208,56.54,1,56.54
105,531,106.94,1,106.94
106,891,12.97,1,12.97
107,954,46.47,1,46.47
108,84,71.35,1,71.35
109,94,94.32,1,94.32
109,1140,53.49,1,53.49
110,74,110.69,1,110.69
110,523,258.23,1,258.23
111,621,103.04,2,206.08
112,142,74.16,2,148.32
112,1024,8.53,1,8.53
113,1146,61.33,1,61.33
113,687,32.54,1,32.54
113,652,115.06,1,115.06
114,582,138.36,1,138.36
115,855,138.36,1,138.36
115,685,73.55,4,294.2
115,333,148.83,1,148.83
116,106,184.2,1,184.2
116,844,185.02,1,185.02
117,114,38.13,1,38.13
118,481,53.51,1,53.51
119,1137,14.32,1,14.32
119,1084,19.89,1,19.89
120,1186,11.74,4,46.96
120,856,40.42,3,121.26
121,109,405.24,1,405.24
121,132,78.5,1,78.5
122,258,169.54,1,169.54
123,982,15.86,3,47.58
124,930,19.35,1,19.35
125,671,13.71,1,13.71
126,763,39.42,1,39.42
127,1186,11.74,1,11.74
128,1068,71.27,1,71.27
128,931,49.97,1,49.97
129,424,13.65,1,13.65
129,451,31.93,1,31.93
129,506,74.13,1,74.13
130,1104,66.01,1,66.01
131,1051,11.03,3,33.09
132,1196,21.83,1,21.83
133,1047,15.99,1,15.99
133,335,24.77,1,24.77
133,782,54.13,1,54.13
134,564,107.54,1,107.54
135,219,36.15,4,144.6
135,556,105.68,1,105.68
136,1006,44.8,1,44.8
137,1017,4.69,1,4.69
137,404,7.54,1,7.54
138,1096,20.6,1,20.6
138,369,7.41,1,7.41
139,1070,20.02,1,20.02
140,1120,43.04,1,43.04
140,511,21.9,2,43.8
141,1196,21.83,1,21.83
141,999,49.06,1,49.06
141,1127,22.16,1,22.16
141,219,36.15,1,36.15
142,1126,57.76,1,57.76
142,1174,35.03,1,35.03
142,1097,14.02,1,14.02
142,775,163.74,1,163.74
143,1182,43.9,1,43.9
144,642,82.91,1,82.91
144,1181,19.83,4,79.32
145,1094,49.46,1,49.46
146,875,45.43,1,45.43
147,349,106.21,1,106.21
147,1088,65.56,1,65.56
148,497,98.99,1,98.99
148,961,27.05,1,27.05
149,873,28.53,4,114.12
149,857,39.47,1,39.47
150,994,22.96,1,22.96
151,659,215.51,4,862.04
151,453,61.51,1,61.51
151,529,132.38,1,132.38
151,678,14.55,1,14.55
151,503,95.23,3,285.69
152,1005,6.43,1,6.43
153,293,115.2,1,115.2
154,958,8.07,1,8.07
154,869,9.2,1,9.2
155,1116,43.16,1,43.16
156,8,338.19,1,338.19
157,161,189.96,1,189.96
157,101,67.97,1,67.97
157,142,74.16,1,74.16
158,217,122.23,2,244.46
159,840,147.52,1,147.52
160,937,10.23,1,10.23
161,335,24.77,1,24.77
162,176,31.77,1,31.77
162,223,123.63,1,123.63
162,296,106.08,2,212.16
163,822,119.2,1,119.2
164,776,124.96,1,124.96
164,31,162.22,1,162.22
165,942,10.04,1,10.04
166,783,51.63,1,51.63
166,769,9.69,1,9.69
167,903,8.66,1,8.66
168,273,31.72,1,31.72
168,336,48.21,1,48.21
168,268,83.82,1,83.82
169,1079,42.51,1,42.51
170,1007,16.16,1,16.16
170,890,10.6,1,10.6
171,699,135.25,1,135.25
172,1170,18.5,4,74.0
173,987,26.37,1,26.37
173,514,66.53,1,66.53
174,1144,7.22,1,7.22
175,864,10.21,1,10.21
175,942,10.04,1,10.04
175,1005,6.43,1,6.43
176,1028,7.12,1,7.12
176,220,110.84,1,110.84
177,1180,7.35,1,7.35
177,1134,58.77,1,58.77
177,528,173.62,1,173.62
177,1180,7.35,4,29.4
178,1039,8.39,1,8.39
179,1144,7.22,3,21.66
179,372,8.56,1,8.56
179,497,98.99,1,98.99
180,679,57.62,1,57.62
181,173,28.04,1,28.04
181,659,215.51,1,215.51
181,436,96.87,1,96.87
182,501,46.78,1,46.78
183,1136,76.63,4,306.52
183,796,10.91,1,10.91
184,354,58.99,1,58.99
185,935,43.79,3,131.37
185,1065,22.01,1,22.01
186,464,55.05,1,55.05
187,845,60.97,1,60.97
187,728,162.7,1,162.7
188,675,96.67,1,96.67
188,879,12.97,1,12.97
188,309,152.05,1,152.05
188,1022,17.26,3,51.78
189,653,59.27,1,59.27
189,609,109.49,1,109.49
189,893,11.57,1,11.57
190,206,80.11,1,80.11
190,574,34.38,3,103.14
191,494,38.71,1,38.71
192,820,77.31,1,77.31
192,442,6.32,2,12.64
193,680,123.64,1,123.64
193,366,15.06,1,15.06
194,371,62.93,3,188.79
194,563,50.15,1,50.15
194,51,143.95,1,143.95
195,979,12.41,4,49.64
195,678,14.55,1,14.55
195,313,137.37,1,137.37
196,344,25.17,1,25.17
197,1123,50.76,1,50.76
197,995,4.96,1,4.96
197,1030,17.37,1,17.37
198,636,9.97,1,9.97
198,697,67.67,1,67.67
199,748,44.44,1,44.44
200,1148,6.96,1,6.96
201,963,16.82,1,16.82
201,1037,31.31,1,31.31
201,1153,31.38,1,31.38
202,742,142.71,1,142.71
203,892,43.01,1,43.01
203,260,91.6,1,91.6
204,1006,44.8,1,44.8
205,827,14.55,3,43.65
206,1080,70.77,1,70.77
206,1149,25.52,2,51.04
207,142,74.16,1,74.16
207,653,59.27,1,59.27
208,391,55.46,3,166.38
208,412,33.76,1,33.76
208,452,11.72,1,11.72
209,1000,20.86,1,20.86
209,864,10.21,1,10.21
209,1012,17.1,4,68.4
209,995,4.96,2,9.92
210,1192,60.03,1,60.03
210,1124,72.89,1,72.89
211,386,108.64,3,325.92
211,371,62.93,1,62.93
211,429,27.21,1,27.21
212,250,55.18,3,165.54
213,882,13.72,1,13.72
213,1030,17.37,1,17.37
214,451,31.93,1,31.93
215,497,98.99,1,98.99
215,460,60.68,2,121.36
216,173,28.04,1,28.04
216,1177,8.82,1,8.82
217,1193,12.64,1,12.64
218,103,54.63,2,109.26
219,1193,12.64,1,12.64
219,851,73.5,1,73.5
219,1087,7.91,4,31.64
220,922,17.83,1,17.83
221,668,50.03,1,50.03
221,1157,32.18,1,32.18
222,621,103.04,1,103.04
222,893,11.57,1,11.57
222,365,17.88,3,53.64
223,468,43.05,1,43.05
224,1147,59.24,1,59.24
225,203,64.68,1,64.68
226,788,182.58,1,182.58
226,881,45.94,1,45.94
227,986,8.85,1,8.85
227,1061,30.82,1,30.82
228,454,104.23,1,104.23
228,426,39.9,3,119.7
228,450,106.51,1,106.51
229,1071,45.01,1,45.01
229,426,39.9,1,39.9
230,445,28.98,1,28.98
231,1193,12.64,1,12.64
232,360,9.79,1,9.79
232,375,71.07,1,71.07
233,911,3.5,3,10.5
233,896,7.58,2,15.16
234,1014,8.15,1,8.15
235,115,123.05,1,123.05
235,1168,74.12,1,74.12
236,1138,22.74,1,22.74
236,1177,8.82,1,8.82
236,1040,56.23,3,168.69
237,978,30.44,1,30.44
238,628,35.76,4,143.04
238,679,57.62,1,57.62
239,444,26.35,1,26.35
240,216,55.76,1,55.76
240,1129,47.06,1,47.06
241,1116,43.16,1,43.16
241,1046,49.13,1,49.13
242,495,82.0,1,82.0
242,476,29.44,1,29.44
243,1154,41.97,2,83.94
243,952,48.58,1,48.58
244,949,9.03,1,9.03
244,981,22.22,1,22.22
245,141,467.17,1,467.17
245,991,12.72,1,12.72
246,795,19.05,1,19.05
246,686,25.79,3,77.37
247,926,6.01,1,6.01
247,933,14.22,1,14.22
248,731,87.03,3,261.09
248,709,30.12,1,30.12
248,839,20.73,1,20.73
249,1059,28.23,1,28.23
249,607,37.35,1,37.35
249,910,5.25,1,5.25
250,597,216.93,4,867.72
250,677,72.65,1,72.65
250,679,57.62,1,57.62
251,510,38.18,1,38.18
252,729,194.13,1,194.13
253,776,124.96,4,499.84
253,879,12.97,1,12.97
253,585,170.17,4,680.68
253,748,44.44,1,44.44
254,870,33.8,1,33.8
255,382,61.38,4,245.52
255,501,46.78,1,46.78
256,452,11.72,1,11.72
257,895,45.85,1,45.85
258,381,31.63,2,63.26
258,1101,9.25,1,9.25
258,898,21.64,1,21.64
259,1091,64.73,1,64.73
260,1147,59.24,2,118.48
260,274,195.53,3,586.59
260,250,55.18,1,55.18
261,455,58.82,1,58.82
261,971,11.75,4,47.0
262,687,32.54,1,32.54
263,453,61.51,1,61.51
264,77,171.64,1,171.64
265,847,49.92,1,49.92
266,907,48.61,1,48.61
266,844,185.02,1,185.02
267,1005,6.43,1,6.43
267,335,24.77,1,24.77
268,920,45.7,1,45.7
269,773,194.49,1,194.49
269,731,87.03,1,87.03
269,748,44.44,3,133.32
269,853,185.19,1,185.19
270,94,94.32,4,377.28
270,128,191.98,2,383.96
271,918,31.71,1,31.71
272,637,137.66,4,550.64
273,418,16.63,1,16.63
273,364,113.6,1,113.6
273,469,72.44,1,72.44
274,277,51.2,1,51.2
274,138,173.75,1,173.75
275,813,101.54,1,101.54
276,555,53.46,1,53.46
277,420,64.99,1,64.99
278,288,19.86,1,19.86
278,412,33.76,1,33.76
278,415,94.49,1,94.49
279,1126,57.76,1,57.76
279,1099,21.09,1,21.09
280,79,282.65,1,282.65
281,824,36.0,3,108.0
282,864,10.21,1,10.21
282,1160,16.24,1,16.24
282,636,9.97,1,9.97
283,1173,10.64,1,10.64
284,972,7.07,1,7.07
284,619,119.89,1,119.89
285,457,13.67,1,13.67
286,479,47.42,4,189.68
287,369,7.41,1,7.41
287,265,34.33,1,34.33
287,347,78.12,1,78.12
288,936,42.11,1,42.11
289,474,75.35,1,75.35
289,255,38.61,1,38.61
290,696,81.88,1,81.88
290,755,150.53,1,150.53
291,1143,18.25,1,18.25
291,1074,55.29,1,55.29
292,1137,14.32,4,57.28
293,778,65.47,1,65.47
293,849,54.41,1,54.41
294,926,6.01,1,6.01
294,344,25.17,1,25.17
295,193,146.65,1,146.65
296,1022,17.26,1,17.26
297,752,156.69,2,313.38
298,1192,60.03,1,60.03
298,1052,61.55,1,61.55
298,481,53.51,1,53.51
299,882,13.72,1,13.72
299,514,66.53,1,66.53
300,1177,8.82,1,8.82
301,1041,21.08,1,21.08
302,888,47.85,1,47.85
302,231,10.91,1,10.91
303,279,190.85,1,190.85
304,673,77.58,1,77.58
305,1161,45.31,1,45.31
305,535,83.1,3,249.3
305,417,94.91,1,94.91
306,929,15.33,1,15.33
307,95,77.91,1,77.91
307,1194,16.94,1,16.94
307,1014,8.15,1,8.15
308,824,36.0,1,36.0
308,262,12.73,1,12.73
309,220,110.84,1,110.84
310,294,121.67,1,121.67
310,244,51.57,1,51.57
311,802,79.62,1,79.62
311,282,30.71,1,30.71
312,626,129.69,1,129.69
313,291,83.49,1,83.49
313,1051,11.03,1,11.03
313,392,19.5,1,19.5
314,679,57.62,1,57.62
315,385,7.9,1,7.9
315,1163,73.63,1,73.63
316,406,85.63,1,85.63
316,385,7.9,1,7.9
316,467,44.65,1,44.65
316,510,38.18,1,38.18
317,392,19.5,1,19.5
318,228,25.08,4,100.32
318,473,93.09,1,93.09
319,480,69.64,1,69.64
320,745,198.49,1,198.49
320,823,96.21,1,96.21
321,500,55.45,3,166.35
321,412,33.76,1,33.76
322,1148,6.96,1,6.96
323,671,13.71,1,13.71
323,526,159.68,1,159.68
324,494,38.71,1,38.71
325,462,15.86,1,15.86
326,596,234.86,1,234.86
327,434,35.75,1,35.75
327,824,36.0,1,36.0
327,790,104.6,1,104.6
328,341,248.57,1,248.57
329,418,16.63,1,16.63
329,336,48.21,1,48.21
330,490,30.1,1,30.1
331,641,268.25,1,268.25
331,664,43.48,1,43.48
331,490,30.1,3,90.3
331,1064,36.15,4,144.6
332,458,8.28,1,8.28
333,81,319.42,2,638.84
333,505,43.18,1,43.18
334,1096,20.6,1,20.6
335,1037,31.31,1,31.31
335,194,240.98,1,240.98
336,1148,6.96,1,6.96
337,282,30.71,1,30.71
337,1119,17.19,1,17.19
337,677,72.65,1,72.65
337,997,36.81,1,36.81
338,1140,53.49,1,53.49
338,504,11.97,1,11.97
338,376,65.21,1,65.21
338,496,8.68,1,8.68
339,277,51.2,1,51.2
340,869,9.2,1,9.2
340,381,31.63,1,31.63
340,451,31.93,2,63.86
340,271,57.33,1,57.33
341,265,34.33,3,102.99
341,1159,17.91,1,17.91
341,984,24.37,1,24.37
342,404,7.54,4,30.16
342,1132,48.07,1,48.07
343,272,114.2,1,114.2
343,297,97.68,1,97.68
343,281,85.49,1,85.49
344,472,10.34,1,10.34
345,38,30.13,1,30.13
346,1111,63.32,1,63.32
346,958,8.07,1,8.07
347,611,144.19,1,144.19
347,796,10.91,1,10.91
347,819,121.13,1,121.13
348,1108,13.13,1,13.13
348,1047,15.99,1,15.99
348,1107,78.56,1,78.56
349,938,19.76,1,19.76
350,1092,44.18,1,44.18
351,307,225.17,4,900.68
351,375,71.07,1,71.07
352,1049,18.19,1,18.19
352,1098,34.53,3,103.59
353,988,37.65,1,37.65
353,36,65.48,1,65.48
354,414,111.97,1,111.97
354,322,79.83,1,79.83
355,754,40.34,1,40.34
355,818,77.3,1,77.3
356,1160,16.24,1,16.24
356,705,13.68,1,13.68
357,107,38.75,1,38.75
358,9,88.74,1,88.74
358,958,8.07,1,8.07
359,472,10.34,1,10.34
359,1136,76.63,1,76.63
360,1146,61.33,2,122.66
360,1131,52.58,1,52.58
361,823,96.21,4,384.84
362,1077,54.93,1,54.93
363,1119,17.19,1,17.19
364,180,91.17,1,91.17
364,287,45.87,1,45.87
365,948,27.68,1,27.68
365,509,35.25,1,35.25
366,214,104.4,1,104.4
366,835,104.72,1,104.72
366,807,197.84,1,197.84
367,1123,50.76,3,152.28
367,191,213.16,4,852.64
367,1083,41.7,1,41.7
368,757,113.82,1,113.82
368,771,116.17,3,348.51
368,1001,28.65,1,28.65
369,774,195.08,1,195.08
369,772,24.33,1,24.33
370,255,38.61,4,154.44
371,781,114.54,1,114.54
372,891,12.97,1,12.97
372,706,75.47,2,150.94
373,1121,71.02,4,284.08
373,1083,41.7,1,41.7
374,925,40.19,1,40.19
374,182,161.11,1,161.11
374,1091,64.73,2,129.46
375,413,76.48,1,76.48
375,891,12.97,1,12.97
376,279,190.85,4,763.4
376,402,6.45,1,6.45
377,1187,27.53,1,27.53
377,1100,67.95,1,67.95
377,1143,18.25,1,18.25
378,216,55.76,1,55.76
378,253,123.94,3,371.82
379,1006,44.8,1,44.8
379,965,41.42,1,41.42
380,1021,18.59,3,55.77
381,919,34.18,1,34.18
382,40,114.67,1,114.67
382,1154,41.97,1,41.97
383,487,16.73,1,16.73
383,588,77.6,1,77.6
383,1031,35.1,1,35.1
384,1071,45.01,1,45.01
384,1175,52.91,1,52.91
384,1023,8.5,1,8.5
384,866,25.45,1,25.45
385,946,11.39,1,11.39
385,103,54.63,1,54.63
385,583,47.24,1,47.24
386,272,114.2,1,114.2
386,871,49.51,4,198.04
387,322,79.83,2,159.66
388,657,184.11,1,184.11
389,265,34.33,1,34.33
390,776,124.96,1,124.96
390,838,84.05,1,84.05
390,1080,70.77,1,70.77
391,1031,35.1,1,35.1
392,9,88.74,1,88.74
393,846,39.6,1,39.6
394,862,39.06,1,39.06
394,744,40.27,1,40.27
394,584,188.77,3,566.31
394,588,77.6,1,77.6
394,1145,63.23,1,63.23
395,154,32.05,1,32.05
396,916,40.78,4,163.12
396,945,12.44,1,12.44
397,482,78.8,1,78.8
397,444,26.35,1,26.35
398,851,73.5,1,73.5
398,1007,16.16,1,16.16
399,541,24.28,1,24.28
400,601,39.84,1,39.84
401,895,45.85,1,45.85
401,914,21.77,1,21.77
401,971,11.75,3,35.25
402,514,66.53,1,66.53
403,1184,47.14,3,141.42
404,314,118.73,1,118.73
405,595,253.2,1,253.2
406,487,16.73,1,16.73
407,1069,29.57,1,29.57
407,240,69.35,4,277.4
407,1043,8.79,1,8.79
408,886,17.03,1,17.03
408,1062,68.5,1,68.5
409,121,30.61,1,30.61
409,38,30.13,4,120.52
410,438,14.82,1,14.82
410,196,82.08,1,82.08
411,890,10.6,1,10.6
411,874,15.18,1,15.18
412,798,127.26,1,127.26
413,943,27.47,1,27.47
413,472,10.34,1,10.34
414,866,25.45,1,25.45
415,1046,49.13,1,49.13
415,1141,77.72,1,77.72
415,424,13.65,1,13.65
416,588,77.6,1,77.6
417,362,92.6,2,185.2
418,154,32.05,1,32.05
419,560,228.42,2,456.84
420,505,43.18,1,43.18
420,935,43.79,1,43.79
421,334,128.28,1,128.28
422,239,28.96,1,28.96
422,267,176.9,1,176.9
423,362,92.6,1,92.6
423,360,9.79,1,9.79
423,476,29.44,1,29.44
424,459,112.12,1,112.12
424,1087,7.91,2,15.82
424,607,37.35,1,37.35
424,1184,47.14,1,47.14
425,763,39.42,4,157.68
425,770,39.58,1,39.58
425,1110,53.71,2,107.42
426,1172,16.49,1,16.49
426,1141,77.72,1,77.72
427,1132,48.07,1,48.07
428,890,10.6,1,10.6
428,240,69.35,1,69.35
429,894,4.15,1,4.15
429,960,44.85,1,44.85
430,359,44.66,1,44.66
431,356,70.59,1,70.59
432,322,79.83,4,319.32
433,813,101.54,1,101.54
434,541,24.28,1,24.28
435,180,91.17,4,364.68
436,450,106.51,1,106.51
437,698,41.99,1,41.99
437,1012,17.1,1,17.1
438,1002,37.23,1,37.23
438,932,20.11,4,80.44
438,953,19.56,1,19.56
438,883,32.47,1,32.47
438,870,33.8,1,33.8
439,201,165.92,4,663.68
440,991,12.72,1,12.72
440,883,32.47,1,32.47
441,540,83.31,1,83.31
441,471,71.02,1,71.02
442,485,6.63,1,6.63
442,485,6.63,2,13.26
443,684,77.26,1,77.26
443,343,109.91,1,109.91
443,1132,48.07,1,48.07
443,741,19.58,1,19.58
444,916,40.78,1,40.78
444,273,31.72,1,31.72
444,337,157.03,2,314.06
445,574,34.38,1,34.38
446,185,219.49,1,219.49
447,1136,76.63,1,76.63
448,499,75.03,1,75.03
449,1079,42.51,4,170.04
449,1167,75.92,1,75.92
449,220,110.84,1,110.84
449,1128,39.07,1,39.07
449,457,13.67,4,54.68
450,513,14.78,4,59.12
451,38,30.13,3,90.39
452,1061,30.82,1,30.82
452,315,70.49,1,70.49
452,240,69.35,1,69.35
453,260,91.6,1,91.6
453,972,7.07,4,28.28
453,1184,47.14,1,47.14
454,295,206.55,1,206.55
455,184,117.01,1,117.01
456,574,34.38,1,34.38
456,857,39.47,1,39.47
457,92,222.65,4,890.6
458,765,49.91,1,49.91
459,999,49.06,1,49.06
460,932,20.11,1,20.11
461,620,55.39,1,55.39
461,600,262.19,1,262.19
462,396,45.09,1,45.09
462,986,8.85,1,8.85
462,1000,20.86,3,62.58
462,878,45.88,1,45.88
463,763,39.42,1,39.42
463,154,32.05,1,32.05
464,973,29.12,1,29.12
465,1194,16.94,1,16.94
465,540,83.31,1,83.31
466,1170,18.5,1,18.5
466,446,75.09,1,75.09
467,28,533.53,1,533.53
467,922,17.83,1,17.83
467,979,12.41,1,12.41
468,953,19.56,1,19.56
469,1000,20.86,1,20.86
470,94,94.32,1,94.32
471,980,5.4,1,5.4
472,751,55.23,1,55.23
473,995,4.96,1,4.96
473,696,81.88,2,163.76
474,401,37.29,1,37.29
475,1068,71.27,1,71.27
476,974,5.4,1,5.4
477,784,151.97,1,151.97
477,467,44.65,1,44.65
478,1174,35.03,1,35.03
479,1028,7.12,1,7.12
479,1120,43.04,1,43.04
480,478,53.48,1,53.48
480,980,5.4,3,16.2
481,380,113.55,1,113.55
482,557,100.88,1,100.88
482,1105,39.27,1,39.27
482,429,27.21,1,27.21
483,539,271.6,4,1086.4
484,496,8.68,1,8.68
484,1011,48.47,1,48.47
485,311,162.78,1,162.78
486,56,222.51,4,890.04
486,498,88.89,1,88.89
487,732,34.22,1,34.22
488,684,77.26,1,77.26
489,840,147.52,1,147.52
490,394,100.05,1,100.05
490,392,19.5,1,19.5
490,462,15.86,1,15.86
491,719,69.16,1,69.16
491,310,99.34,3,298.02
491,362,92.6,1,92.6
492,597,216.93,1,216.93
493,249,54.58,1,54.58
494,1136,76.63,1,76.63
494,829,129.85,2,259.7
495,906,27.91,1,27.91
495,850,17.33,2,34.66
496,618,78.74,1,78.74
496,541,24.28,1,24.28
496,660,253.91,1,253.91
497,1028,7.12,1,7.12
498,236,202.62,1,202.62
499,563,50.15,1,50.15
500,1106,28.61,4,114.44
501,1142,20.11,1,20.11
501,901,23.23,3,69.69
502,471,71.02,1,71.02
502,719,69.16,1,69.16
503,401,37.29,1,37.29
504,1033,23.31,1,23.31
504,1143,18.25,1,18.25
504,1131,52.58,1,52.58
505,114,38.13,1,38.13
506,1193,12.64,1,12.64
506,1180,7.35,1,7.35
507,943,27.47,1,27.47
508,251,131.76,1,131.76
508,357,76.6,1,76.6
509,240,69.35,2,138.7
509,908,6.4,1,6.4
510,1156,45.09,1,45.09
510,1043,8.79,1,8.79
510,1037,31.31,1,31.31
511,1099,21.09,1,21.09
511,1150,52.78,1,52.78
512,107,38.75,1,38.75
513,169,127.33,1,127.33
514,832,77.63,1,77.63
515,200,66.34,1,66.34
516,1166,71.16,1,71.16
517,604,244.31,1,244.31
517,532,16.04,1,16.04
518,807,197.84,1,197.84
518,809,36.85,1,36.85
518,836,199.35,1,199.35
519,277,51.2,1,51.2
519,215,37.17,3,111.51
519,300,29.19,1,29.19
520,473,93.09,4,372.36
521,541,24.28,1,24.28
522,319,81.13,1,81.13
523,974,5.4,1,5.4
524,335,24.77,1,24.77
524,1140,53.49,4,213.96
524,997,36.81,1,36.81
524,1022,17.26,1,17.26
525,695,112.18,1,112.18
525,296,106.08,1,106.08
526,711,39.11,4,156.44
527,1115,21.77,1,21.77
527,795,19.05,1,19.05
527,859,29.51,1,29.51
528,344,25.17,1,25.17
529,243,33.14,1,33.14
530,819,121.13,1,121.13
531,1176,12.94,1,12.94
532,463,94.53,4,378.12
532,960,44.85,1,44.85
532,989,36.86,1,36.86
533,357,76.6,1,76.6
533,980,5.4,1,5.4
534,1148,6.96,1,6.96
535,402,6.45,1,6.45
536,1060,36.98,1,36.98
536,277,51.2,1,51.2
536,1105,39.27,3,117.81
537,385,7.9,1,7.9
538,407,102.29,1,102.29
538,843,194.35,1,194.35
538,848,62.27,1,62.27
539,900,4.78,1,4.78
539,499,75.03,3,225.09
540,748,44.44,1,44.44
541,862,39.06,1,39.06
542,498,88.89,1,88.89
542,465,100.07,1,100.07
543,3,548.53,1,548.53
544,993,33.97,1,33.97
544,1054,48.55,4,194.2
545,1081,33.91,3,101.73
545,1105,39.27,3,117.81
545,1138,22.74,1,22.74
546,358,8.79,1,8.79
547,705,13.68,1,13.68
548,1095,77.2,1,77.2
548,967,36.42,1,36.42
548,528,173.62,1,173.62
