order_id,customer_id,order_time,payment_method,discount_pct,subtotal_usd,total_usd,country,device,source
41,17059,2025-02-12T00:48:51,wallet,0,22.74,22.74,AE,tablet,social
42,12755,2021-10-11T17:11:18,card,0,30.38,30.38,JP,desktop,email
43,3783,2021-08-27T16:09:42,card,20,144.13,115.3,US,mobile,paid
44,5066,2022-06-14T08:29:25,card,0,59.77,59.77,US,mobile,organic
45,16286,2023-09-09T07:47:52,card,5,39.58,37.6,US,desktop,email
46,2068,2025-01-28T09:22:19,card,5,320.97,304.92,JP,mobile,paid
47,3540,2024-07-19T20:06:32,card,5,46.78,44.44,IN,mobile,email
48,2303,2021-11-26T01:36:27,paypal,10,53.05,47.74,ES,mobile,social
49,14378,2020-01-17T11:06:48,wallet,15,46.78,39.76,AE,tablet,email
50,1398,2020-04-26T21:52:52,card,20,83.1,66.48,US,tablet,direct
51,3240,2022-03-09T15:25:28,card,5,89.51,85.03,FR,mobile,direct
52,19199,2020-08-26T13:03:52,card,10,249.9,224.91,CA,desktop,email
53,1233,2020-08-30T23:30:03,paypal,20,52.91,42.33,IN,mobile,direct
54,12908,2022-07-31T06:30:51,card,0,247.72,247.72,MX,mobile,direct
55,4933,2020-10-12T06:32:03,card,15,19.89,16.91,IN,desktop,paid
56,15900,2023-10-20T21:27:35,card,20,116.16,92.93,SG,desktop,paid
57,16181,2020-04-15T13:01:50,paypal,20,115.03,92.02,US,mobile,direct
58,1727,2021-09-05T10:05:55,wallet,10,81.98,73.78,CA,mobile,paid
59,10778,2023-06-22T05:38:53,paypal,0,88.58,88.58,IN,desktop,direct
60,8099,2024-08-23T09:05:28,card,0,567.53,567.53,BR,mobile,organic
61,9416,2022-06-02T19:34:55,wallet,0,35.74,35.74,FR,mobile,referral
62,17593,2022-12-07T09:25:05,card,5,255.56,242.78,JP,desktop,organic
63,9297,2024-02-17T20:01:01,paypal,20,20.57,16.46,US,desktop,organic
64,4821,2024-09-20T15:10:28,paypal,20,43.27,34.62,US,mobile,organic
65,19024,2025-01-28T11:11:04,card,5,34.22,32.51,US,desktop,organic
66,9816,2021-05-12T13:28:09,card,0,165.82,165.82,SE,mobile,paid
67,16898,2024-12-03T08:46:58,card,0,85.54,85.54,AU,desktop,direct
68,11703,2024-05-23T05:14:40,card,10,97.78,88.0,GB,mobile,social
69,18014,2025-08-23T16:11:37,card,0,134.41,134.41,FR,mobile,direct
70,6404,2022-08-25T00:13:55,card,0,163.23,163.23,FR,mobile,organic
71,17829,2023-06-23T02:54:15,paypal,20,79.62,63.7,CA,desktop,organic
72,12725,2022-06-25T11:03:07,paypal,20,27.05,21.64,MX,mobile,organic
73,18250,2020-07-16T04:49:38,card,0,176.61,176.61,CA,desktop,direct
74,6338,2021-04-01T23:07:05,card,0,39.03,39.03,DE,mobile,social
75,1865,2023-04-19T22:29:21,paypal,20,524.05,419.24,ZA,mobile,direct
76,554,2024-10-28T07:39:52,card,5,534.98,508.23,FR,mobile,email
77,16448,2020-10-23T10:02:49,card,5,603.25,573.09,BR,mobile,referral
78,7140,2020-08-01T05:56:47,card,0,36.07,36.07,US,mobile,referral
79,8567,2021-02-19T19:25:54,card,0,317.8,317.8,CA,mobile,direct
80,5958,2025-05-29T07:21:42,wallet,0,29.12,29.12,US,desktop,organic
81,1780,2020-11-03T00:53:28,card,0,116.76,116.76,MX,desktop,social
82,18691,2020-02-04T02:35:56,card,10,39.46,35.51,IN,mobile,organic
83,18482,2020-05-27T09:48:30,card,5,17.19,16.33,CA,mobile,paid
84,19039,2023-12-31T15:13:43,card,5,50.15,47.64,SE,desktop,social
85,12939,2025-04-28T10:04:16,paypal,0,43.05,43.05,AU,mobile,social
86,11675,2023-08-11T01:20:53,card,0,371.39,371.39,SG,tablet,direct
87,12175,2023-02-01T21:48:43,card,15,19.89,16.91,MX,mobile,organic
88,6032,2021-02-24T05:32:05,wallet,5,312.9,297.25,NL,tablet,organic
89,12069,2021-01-27T00:42:31,card,15,93.58,79.54,IN,mobile,referral
90,6111,2021-09-02T16:34:09,card,15,66.53,56.55,IN,tablet,referral
91,10450,2025-03-05T19:13:17,card,20,151.42,121.14,NL,desktop,email
92,9407,2021-04-05T03:53:20,card,20,47.41,37.93,JP,desktop,organic
93,5925,2024-11-01T08:53:15,card,10,483.34,435.01,US,mobile,direct
94,6369,2023-01-18T13:10:44,card,20,24.33,19.46,DE,tablet,organic
95,19484,2025-09-09T12:38:15,card,0,90.96,90.96,MX,desktop,organic
96,5418,2022-06-04T03:21:30,card,20,49.06,39.25,DE,mobile,organic
97,18429,2022-07-18T19:43:42,card,0,68.47,68.47,PL,mobile,paid
98,1729,2022-05-17T14:54:47,card,0,81.86,81.86,US,tablet,organic
99,9147,2024-05-19T13:47:01,card,0,61.97,61.97,BR,mobile,organic
100,16121,2023-03-29T10:41:47,paypal,5,62.27,59.16,AU,mobile,email
101,4443,2021-06-07T04:28:25,wallet,0,168.51,168.51,JP,desktop,organic
102,15915,2025-06-11T16:50:25,card,0,179.4,179.4,NL,mobile,organic
103,18133,2022-07-30T20:44:35,card,20,7.39,5.91,BR,tablet,organic
104,113,2025-04-04T04:21:14,paypal,10,56.54,50.89,AU,mobile,email
105,15521,2021-02-10T20:58:58,cod,0,106.94,106.94,US,desktop,direct
106,1307,2024-06-29T06:52:44,card,0,12.97,12.97,ES,tablet,organic
107,18971,2020-01-26T03:59:12,wallet,0,46.47,46.47,US,mobile,social
108,7428,2022-02-08T13:16:08,paypal,15,71.35,60.65,IN,desktop,direct
109,14773,2025-07-29T02:08:51,card,0,147.81,147.81,JP,mobile,organic
110,18905,2023-09-24T08:14:58,card,0,368.92,368.92,AU,mobile,direct
111,1480,2020-06-28T12:34:26,card,0,206.08,206.08,AE,desktop,email
112,3677,2024-09-20T01:49:28,card,15,156.85,133.32,GB,mobile,email
113,6514,2022-03-14T23:16:23,wallet,5,208.93,198.48,US,desktop,organic
114,15139,2022-12-29T01:51:58,card,10,138.36,124.52,JP,mobile,paid
115,1901,2024-03-15T17:06:03,wallet,10,581.39,523.25,DE,mobile,email
116,19336,2024-08-09T19:16:14,card,15,369.22,313.84,US,desktop,direct
117,2852,2021-10-03T21:38:49,card,15,38.13,32.41,US,mobile,social
118,14482,2023-02-09T07:05:52,card,0,53.51,53.51,ES,desktop,organic
119,16995,2020-02-22T23:43:33,card,15,34.21,29.08,GB,desktop,referral
120,16412,2024-11-28T06:49:40,card,5,168.22,159.81,GB,mobile,direct
121,17992,2025-01-09T11:20:41,card,0,483.74,483.74,US,mobile,direct
122,12438,2021-08-25T02:21:44,paypal,0,169.54,169.54,US,desktop,email
123,3813,2022-09-11T20:03:18,card,0,47.58,47.58,GB,mobile,organic
124,11445,2025-07-31T00:11:40,card,0,19.35,19.35,BR,desktop,paid
125,4417,2022-05-08T02:05:14,card,0,13.71,13.71,DE,mobile,email
126,11586,2020-12-10T01:03:45,card,20,39.42,31.54,US,mobile,referral
127,12646,2024-10-17T18:31:30,paypal,0,11.74,11.74,MX,mobile,organic
128,5044,2020-08-08T17:56:53,card,0,121.24,121.24,SG,mobile,email
129,3043,2020-01-26T00:52:55,card,0,119.71,119.71,NL,tablet,direct
130,13517,2023-01-01T21:58:41,card,5,66.01,62.71,JP,desktop,referral
131,10258,2022-05-16T11:26:04,card,10,33.09,29.78,US,mobile,organic
132,12606,2021-01-24T22:28:45,card,15,21.83,18.56,SG,mobile,direct
133,12806,2025-05-07T05:04:16,wallet,15,94.89,80.66,BR,desktop,direct
134,528,2024-02-19T00:59:56,card,5,107.54,102.16,US,desktop,organic
135,12124,2023-12-13T16:53:59,card,5,250.28,237.77,MX,mobile,direct
136,12462,2024-12-26T10:15:21,card,15,44.8,38.08,GB,tablet,organic
137,4119,2025-07-17T05:55:44,card,0,12.23,12.23,BR,desktop,direct
138,9724,2025-06-02T08:09:03,card,20,28.01,22.41,IN,mobile,referral
139,12995,2024-07-11T00:21:02,card,0,20.02,20.02,MX,desktop,organic
140,8089,2023-05-29T03:53:19,card,0,86.84,86.84,US,mobile,organic
141,18709,2024-02-10T00:08:48,wallet,0,129.2,129.2,MX,mobile,organic
142,16959,2021-05-09T09:40:02,card,20,270.55,216.44,DE,desktop,referral
143,18702,2024-10-20T23:31:18,wallet,0,43.9,43.9,US,desktop,direct
144,11051,2025-04-12T16:58:41,cod,15,162.23,137.9,MX,mobile,referral
145,16624,2020-08-22T16:31:47,card,10,49.46,44.51,AE,mobile,referral
146,13481,2022-09-14T08:03:49,paypal,0,45.43,45.43,SG,mobile,referral
147,4269,2024-04-14T06:56:50,paypal,0,171.77,171.77,MX,mobile,direct
148,7579,2022-02-15T22:06:23,card,0,126.04,126.04,JP,mobile,organic
149,18382,2025-04-27T17:04:03,card,0,153.59,153.59,DE,desktop,organic
150,6720,2020-02-29T22:59:04,card,5,22.96,21.81,ES,desktop,organic
151,17527,2023-01-11T17:34:29,paypal,0,1356.17,1356.17,NL,mobile,organic
152,18494,2024-10-12T02:11:32,card,0,6.43,6.43,DE,mobile,paid
153,17613,2021-03-06T07:55:08,card,0,115.2,115.2,US,desktop,social
154,14066,2022-02-13T10:52:09,cod,5,17.27,16.41,NL,tablet,paid
155,18763,2025-05-11T15:09:53,card,0,43.16,43.16,NL,desktop,social
156,653,2020-09-12T22:09:56,paypal,20,338.19,270.55,MX,desktop,organic
157,4100,2023-04-30T11:55:49,card,0,332.09,332.09,IN,mobile,organic
158,16856,2023-12-27T18:16:48,card,5,244.46,232.24,US,desktop,paid
159,17670,2023-09-15T15:39:44,card,15,147.52,125.39,CA,desktop,direct
160,10448,2020-07-19T08:01:30,card,0,10.23,10.23,FR,mobile,direct
161,13862,2020-05-30T05:50:18,wallet,5,24.77,23.53,US,mobile,social
162,17505,2022-05-18T03:20:03,card,15,367.56,312.43,SG,desktop,social
163,13394,2022-02-07T12:26:41,card,5,119.2,113.24,DE,mobile,direct
164,1827,2024-02-19T07:59:20,wallet,0,287.18,287.18,CA,mobile,paid
165,15569,2025-03-31T04:24:37,card,20,10.04,8.03,US,desktop,organic
166,9753,2025-04-14T05:12:01,card,20,61.32,49.06,ES,desktop,organic
167,3519,2024-09-24T01:27:35,card,20,8.66,6.93,MX,mobile,organic
168,17264,2024-03-04T22:21:26,wallet,10,163.75,147.38,AU,tablet,social
169,17104,2020-10-20T09:10:57,card,15,42.51,36.13,DE,mobile,direct
170,2631,2023-10-23T03:01:28,paypal,0,26.76,26.76,IN,desktop,organic
171,15784,2021-12-29T15:37:45,paypal,0,135.25,135.25,GB,mobile,organic
172,17503,2021-11-11T06:22:19,card,20,74.0,59.2,JP,mobile,organic
173,13909,2020-01-18T16:20:49,card,15,92.9,78.97,JP,desktop,organic
174,11361,2024-12-15T15:38:21,card,20,7.22,5.78,CA,desktop,organic
175,6434,2025-08-28T19:56:25,paypal,15,26.68,22.68,CA,mobile,direct
176,5189,2020-12-02T01:28:47,card,10,117.96,106.16,MX,mobile,paid
177,1968,2020-04-11T07:43:25,cod,10,269.14,242.23,JP,desktop,organic
178,12659,2022-08-07T00:19:14,card,0,8.39,8.39,DE,tablet,direct
179,10120,2022-06-01T14:11:19,card,5,129.21,122.75,MX,mobile,email
180,14849,2024-04-15T12:59:48,wallet,0,57.62,57.62,CA,mobile,organic
181,13919,2024-12-29T08:14:10,card,20,340.42,272.34,ZA,tablet,direct
182,3702,2023-12-04T17:55:10,card,15,46.78,39.76,CA,mobile,direct
183,14228,2020-03-09T17:48:23,card,0,317.43,317.43,US,mobile,organic
184,15747,2021-12-18T23:13:26,paypal,0,58.99,58.99,GB,tablet,direct
185,16329,2024-12-13T18:01:43,cod,20,153.38,122.7,PL,desktop,organic
186,15864,2022-09-08T16:26:49,card,0,55.05,55.05,AU,mobile,direct
187,12665,2021-03-13T02:39:13,card,0,223.67,223.67,SG,desktop,organic
188,14689,2023-09-30T10:13:16,paypal,0,313.47,313.47,ES,mobile,paid
189,10663,2022-09-23T20:59:29,card,0,180.33,180.33,GB,mobile,paid
190,3296,2023-04-04T10:45:44,wallet,20,183.25,146.6,FR,mobile,direct
191,12964,2021-09-04T10:09:10,card,20,38.71,30.97,ZA,desktop,paid
192,16025,2023-10-19T10:20:13,card,0,89.95,89.95,DE,desktop,paid
193,19236,2023-01-15T22:59:30,card,15,138.7,117.89,US,mobile,direct
194,10299,2022-06-07T10:27:23,card,5,382.89,363.75,PL,mobile,social
195,9933,2025-04-21T19:12:13,paypal,10,201.56,181.4,ES,mobile,organic
196,4934,2021-01-23T14:07:29,card,0,25.17,25.17,IN,tablet,paid
197,595,2020-04-18T23:44:24,paypal,15,73.09,62.13,ZA,mobile,direct
198,5303,2021-08-02T09:10:23,card,5,77.64,73.76,IN,mobile,social
199,14376,2020-07-19T07:46:37,card,0,44.44,44.44,US,mobile,referral
200,6960,2021-01-21T02:11:25,card,5,6.96,6.61,GB,mobile,email
201,1304,2022-09-07T13:34:13,cod,0,79.51,79.51,MX,mobile,direct
202,1722,2023-01-04T17:44:56,card,20,142.71,114.17,PL,desktop,referral
203,13058,2020-10-22T22:11:54,card,20,134.61,107.69,IN,desktop,social
204,3496,2020-09-17T20:57:37,card,20,44.8,35.84,US,mobile,referral
205,17843,2025-07-31T15:07:27,card,15,43.65,37.1,ES,mobile,social
206,18921,2020-10-02T13:42:19,card,0,121.81,121.81,US,desktop,organic
207,19602,2020-02-23T09:55:46,wallet,5,133.43,126.76,AU,desktop,direct
208,17794,2024-04-23T07:49:39,card,5,211.86,201.27,AU,mobile,direct
209,8090,2021-07-05T01:09:20,card,10,109.39,98.45,US,mobile,email
210,11539,2025-02-20T22:56:02,card,0,132.92,132.92,BR,desktop,direct
211,18382,2023-02-04T18:46:45,card,15,416.06,353.65,DE,mobile,social
212,18754,2020-12-28T06:22:12,card,15,165.54,140.71,BR,desktop,referral
213,12884,2023-04-18T19:21:42,card,5,31.09,29.54,IN,mobile,email
214,11026,2024-07-18T22:45:55,card,5,31.93,30.33,BR,mobile,direct
215,15510,2020-01-30T12:48:19,card,5,220.35,209.33,GB,mobile,social
216,510,2021-09-30T09:51:13,cod,15,36.86,31.33,CA,mobile,paid
217,19803,2024-12-21T09:09:02,card,0,12.64,12.64,JP,desktop,organic
218,1013,2025-05-23T18:30:51,card,0,109.26,109.26,MX,mobile,organic
219,16754,2021-10-09T00:05:25,card,0,117.78,117.78,GB,mobile,direct
220,10528,2021-05-30T20:30:09,paypal,20,17.83,14.26,AU,tablet,email
221,9207,2025-04-24T16:44:39,card,0,82.21,82.21,CA,desktop,organic
222,12705,2023-10-10T23:54:41,card,0,168.25,168.25,BR,mobile,organic
223,2760,2023-06-05T05:42:15,card,10,43.05,38.74,AU,mobile,direct
224,19847,2020-02-05T03:34:21,card,15,59.24,50.35,DE,desktop,social
225,902,2021-03-27T19:07:46,card,15,64.68,54.98,NL,desktop,organic
226,4535,2023-10-04T03:11:36,card,0,228.52,228.52,GB,mobile,organic
227,12636,2023-12-20T15:47:20,cod,0,39.67,39.67,GB,mobile,social
228,12419,2023-08-03T05:23:52,paypal,15,330.44,280.87,DE,mobile,direct
229,17789,2024-12-30T16:16:34,card,10,84.91,76.42,DE,mobile,direct
230,8155,2021-01-09T17:53:44,card,0,28.98,28.98,BR,desktop,direct
231,14464,2021-01-13T13:25:19,card,10,12.64,11.38,DE,desktop,organic
232,9708,2022-07-01T05:16:18,card,0,80.86,80.86,ZA,tablet,social
233,5385,2025-06-29T22:40:32,card,0,25.66,25.66,GB,desktop,email
234,9340,2024-12-26T17:11:28,card,5,8.15,7.74,BR,mobile,social
235,6103,2022-09-23T12:00:45,cod,5,197.17,187.31,NL,desktop,organic
236,13949,2020-12-17T23:54:01,cod,5,200.25,190.24,BR,desktop,direct
237,4867,2025-04-28T11:39:53,wallet,20,30.44,24.35,SE,desktop,paid
238,6734,2021-06-22T01:21:50,cod,15,200.66,170.56,US,desktop,direct
239,16522,2022-10-22T15:24:02,card,20,26.35,21.08,US,tablet,organic
240,2800,2022-03-22T01:37:51,card,0,102.82,102.82,DE,desktop,organic
241,16002,2020-11-21T20:38:42,card,15,92.29,78.45,PL,mobile,organic
242,5224,2024-07-27T07:25:31,card,20,111.44,89.15,BR,desktop,organic
243,1444,2020-11-21T08:37:53,wallet,0,132.52,132.52,SE,mobile,referral
244,10252,2024-06-15T16:36:10,card,20,31.25,25.0,ES,desktop,organic
245,3177,2025-03-06T00:01:16,card,15,479.89,407.91,IN,mobile,email
246,11073,2022-04-09T19:56:36,card,0,96.42,96.42,MX,mobile,organic
247,1115,2025-06-18T09:12:13,card,15,20.23,17.2,IN,mobile,direct
248,1189,2020-12-14T18:28:08,cod,15,311.94,265.15,NL,desktop,direct
249,5761,2021-10-20T21:20:21,card,20,70.83,56.66,CA,mobile,paid
250,10502,2023-03-25T00:42:02,card,10,997.99,898.19,FR,mobile,direct
251,11971,2025-02-09T19:18:30,card,10,38.18,34.36,GB,mobile,organic
252,14132,2020-04-28T04:43:31,paypal,0,194.13,194.13,GB,desktop,organic
253,9617,2025-08-05T13:12:50,card,15,1237.93,1052.24,ZA,desktop,organic
254,3116,2022-09-22T23:03:51,card,10,33.8,30.42,FR,mobile,organic
255,5754,2020-02-01T20:02:13,cod,20,292.3,233.84,GB,mobile,organic
256,11816,2021-06-12T19:20:48,paypal,15,11.72,9.96,AE,mobile,organic
257,4641,2024-03-16T21:01:35,card,10,45.85,41.27,SE,mobile,organic
258,14395,2023-06-16T14:56:38,card,10,94.15,84.73,BR,mobile,organic
259,7761,2020-01-14T05:28:45,card,15,64.73,55.02,US,desktop,direct
260,4631,2021-04-16T13:34:26,card,0,760.25,760.25,SG,mobile,organic
261,11826,2024-02-13T04:33:40,card,15,105.82,89.95,JP,mobile,direct
262,6055,2024-11-11T18:37:23,card,15,32.54,27.66,IN,mobile,organic
263,847,2022-01-05T03:03:42,card,5,61.51,58.43,ZA,mobile,email
264,10715,2022-03-18T02:31:11,card,0,171.64,171.64,CA,desktop,direct
265,12058,2024-06-26T03:54:11,card,5,49.92,47.42,US,tablet,direct
266,8689,2023-10-29T11:10:51,card,20,233.63,186.9,SG,mobile,paid
267,15127,2021-09-04T21:07:24,card,10,31.2,28.08,AU,mobile,paid
268,17986,2020-12-25T00:44:15,cod,5,45.7,43.41,US,mobile,organic
269,14283,2025-10-21T04:32:11,card,0,600.03,600.03,ES,mobile,organic
270,12854,2023-04-06T02:24:05,wallet,20,761.24,608.99,NL,mobile,paid
271,3879,2021-10-16T20:51:55,card,20,31.71,25.37,SE,desktop,direct
272,4986,2023-04-05T01:54:04,card,10,550.64,495.58,SG,mobile,email
273,19945,2020-12-11T06:43:18,card,10,202.67,182.4,IN,tablet,referral
274,18940,2022-05-23T22:43:57,card,0,224.95,224.95,FR,mobile,organic
275,17297,2023-03-24T00:53:16,card,20,101.54,81.23,CA,mobile,organic
276,9833,2024-03-03T21:57:08,card,0,53.46,53.46,FR,desktop,direct
277,7778,2024-10-05T09:26:19,wallet,5,64.99,61.74,SG,mobile,email
278,173,2021-08-09T23:42:53,card,20,148.11,118.49,AU,mobile,paid
279,2503,2021-09-20T07:17:56,card,0,78.85,78.85,US,mobile,direct
280,4859,2024-05-20T17:37:19,card,20,282.65,226.12,BR,mobile,organic
281,13066,2025-10-05T21:23:16,paypal,0,108.0,108.0,SG,desktop,direct
282,8259,2025-07-19T12:35:06,wallet,20,36.42,29.14,BR,desktop,social
283,18996,2021-01-17T06:10:06,card,20,10.64,8.51,US,mobile,paid
284,9911,2020-08-03T02:22:51,card,0,126.96,126.96,FR,tablet,direct
285,5950,2021-04-12T08:18:45,wallet,15,13.67,11.62,IN,mobile,direct
286,878,2025-03-27T00:14:57,card,5,189.68,180.2,SE,mobile,social
287,14110,2023-11-21T04:27:14,card,0,119.86,119.86,DE,tablet,direct
288,7260,2024-01-18T23:59:26,card,0,42.11,42.11,MX,mobile,organic
289,1363,2020-06-22T09:18:50,paypal,0,113.96,113.96,DE,desktop,organic
290,12974,2022-12-19T13:37:25,card,0,232.41,232.41,DE,desktop,paid
291,5271,2024-12-12T13:29:18,card,0,73.54,73.54,JP,desktop,email
292,13701,2023-11-02T09:02:54,card,10,57.28,51.55,JP,mobile,paid
293,12903,2023-01-20T03:26:57,card,0,119.88,119.88,JP,desktop,paid
294,14538,2023-10-13T22:20:21,card,10,31.18,28.06,IN,tablet,email
295,7675,2024-08-28T08:59:23,wallet,0,146.65,146.65,GB,desktop,organic
296,18027,2023-05-16T22:35:06,card,20,17.26,13.81,NL,mobile,organic
297,8791,2025-01-20T14:25:36,card,0,313.38,313.38,JP,desktop,email
298,3205,2020-10-15T00:05:31,cod,0,175.09,175.09,JP,mobile,direct
299,16983,2023-10-05T21:06:15,card,0,80.25,80.25,AU,mobile,direct
300,320,2025-05-06T21:21:18,card,5,8.82,8.38,JP,mobile,direct
301,15,2022-05-04T07:04:40,card,10,21.08,18.97,AU,mobile,direct
302,13968,2023-02-18T01:04:59,card,0,58.76,58.76,DE,desktop,organic
303,1634,2021-04-16T21:24:23,card,15,190.85,162.22,BR,mobile,organic
304,12337,2023-08-24T03:43:51,card,0,77.58,77.58,GB,mobile,referral
305,11242,2023-02-14T21:56:00,card,0,389.52,389.52,AU,mobile,email
306,18044,2020-03-05T00:29:16,card,0,15.33,15.33,AE,desktop,direct
307,14739,2020-02-01T15:57:59,card,0,103.0,103.0,MX,mobile,social
308,4015,2023-05-19T13:40:06,card,5,48.73,46.29,SG,mobile,paid
309,3894,2024-12-26T15:48:21,paypal,0,110.84,110.84,US,mobile,social
310,14078,2024-06-29T04:43:41,paypal,0,173.24,173.24,JP,tablet,direct
311,8392,2023-05-28T10:07:45,card,20,110.33,88.26,MX,desktop,organic
312,12854,2021-06-21T10:34:20,wallet,5,129.69,123.21,NL,desktop,email
313,2562,2022-01-27T13:24:52,card,0,114.02,114.02,US,desktop,organic
314,3990,2021-05-20T06:54:52,wallet,15,57.62,48.98,US,mobile,organic
315,7582,2022-01-20T10:47:17,card,0,81.53,81.53,US,mobile,direct
316,14731,2021-07-18T12:17:08,wallet,0,176.36,176.36,FR,desktop,direct
317,5736,2024-04-04T22:10:20,wallet,0,19.5,19.5,ES,mobile,direct
318,2187,2023-12-12T14:47:54,card,15,193.41,164.4,NL,tablet,paid
319,12661,2025-07-30T09:37:06,card,10,69.64,62.68,SG,mobile,organic
320,18270,2020-11-10T21:43:16,paypal,10,294.7,265.23,ZA,mobile,organic
321,5213,2022-05-18T20:06:19,card,5,200.11,190.1,GB,mobile,direct
322,5493,2023-12-01T23:18:47,card,0,6.96,6.96,FR,mobile,paid
323,15027,2025-10-24T21:58:08,card,0,173.39,173.39,US,tablet,organic
324,6504,2024-04-20T02:52:12,card,15,38.71,32.9,GB,mobile,direct
325,15984,2021-05-09T01:02:27,card,0,15.86,15.86,GB,tablet,organic
326,9252,2021-09-18T05:59:18,card,0,234.86,234.86,BR,mobile,social
327,14555,2025-06-11T18:32:38,paypal,20,176.35,141.08,CA,desktop,organic
328,336,2020-06-13T23:43:19,card,20,248.57,198.86,SG,desktop,organic
329,1650,2023-02-11T03:50:27,paypal,20,64.84,51.87,IN,mobile,organic
330,4762,2022-07-22T16:25:05,card,5,30.1,28.59,US,desktop,email
331,2468,2025-03-15T09:57:07,cod,20,546.63,437.3,IN,mobile,direct
332,5126,2025-04-28T21:31:29,card,15,8.28,7.04,FR,mobile,organic
333,19162,2025-09-23T22:00:36,card,0,682.02,682.02,IN,tablet,direct
334,12449,2022-11-20T05:55:07,card,0,20.6,20.6,SE,mobile,organic
335,10050,2025-10-23T23:56:56,card,10,272.29,245.06,US,mobile,referral
336,8539,2025-09-03T04:59:26,wallet,5,6.96,6.61,AU,mobile,organic
337,14219,2022-08-15T18:48:16,card,0,157.36,157.36,SE,mobile,organic
338,13009,2022-07-26T23:54:02,card,10,139.35,125.42,ES,desktop,paid
339,15825,2023-04-05T02:53:11,card,5,51.2,48.64,MX,mobile,paid
340,7193,2021-03-28T05:53:35,card,5,162.02,153.92,US,mobile,organic
341,6979,2021-10-28T02:14:54,card,10,145.27,130.74,PL,mobile,paid
342,9230,2023-10-17T21:47:29,card,5,78.23,74.32,US,mobile,organic
343,18040,2025-08-07T04:49:29,paypal,5,297.37,282.5,DE,mobile,organic
344,6115,2020-12-26T11:20:23,card,0,10.34,10.34,GB,mobile,social
345,18051,2024-12-09T01:08:25,card,10,30.13,27.12,ZA,mobile,social
346,11669,2025-07-13T12:16:03,paypal,20,71.39,57.11,MX,tablet,social
